"","GC124724","GC124725","GC124726","GC124727","GC124728","GC124729","GC124730","GC124731","GC124732","GC124733","GC124734","GC124735","GC124736","GC124737","GC124738"
"BT_2250",6021.883,6625.928,7099.171,3206.653,3205.116,2526.33,213,383,336.76,10,3,58,35,36,24
"BT_2251",1025,1248.979,1347.059,1300.819,1270.595,1143.618,21979.502,33129.314,22116.013,570,344,845,1261,716,886
"BT_2252",3386,4047.021,4313.941,5281.995,5937.566,5031.382,5128.498,7135.686,5199.987,599,442,552,1952,734,953
"BT_2253",472,674,659,1408.187,1364.839,921,132,220,184,56,36,76,550,238,200
"BT_2254",122,157,124,169,167,126,26,78,22,6,9,0,20,17,23
"BT_2255",701,965,1038.999,160,147,119,35,24,54,35,30,0,74,26,18
"BT_2256",42408,54360,55989.333,52932.377,60017.696,45311,26333,30112,23006,4625,3617,4442,6933,3818,5061
"BT_2257",12176,14302.975,15061.365,7307.717,8415.681,6445.369,238,493,215,165,131,101,211,102,193
"BT_2258",15529,21792.183,21730.629,12097.336,12717.319,9670.638,2718,3126,2631,190,137,158,249,162,147
"BT_2259",5746.454,9399.478,10122.277,1117.377,1234.472,943,91,263.788,176,138,55.517,223,88,52,103
"BT_2260",7811.547,9578.173,9689.64,1318.593,1530.042,1244.001,325.014,512.212,202,134,228.483,145,116,93,72
"BT_2261",2692.159,3091.367,2833.252,288,299.476,297,29,20.795,37,28,45,43,62,43,37
"BT_2262",815.841,1506.59,1456.108,118,89.524,72,63,105.205,66,12,13,9,36,7,15
"BT_2263",4248.794,5135.713,5477.433,404,478,390.001,167,136.967,154,32,23,21,59,11,26
"BT_2264",12326.779,14177.057,15680.681,2654.778,2801.808,2450.999,1042,1264.033,757,215,191,148,238,90,59
"BT_2265",2,0,0,17,15,1,0,0,16,0,0,0,0,0,8
"BT_2266",45,35,33,14,4,3,28,6,0,0,11,0,0,0,0
"BT_2267",582,591,509,17571.696,17983,14426,2251,2920,2228,239,208,340,382,334,387
"BT_2268",35871.89,40182.636,40553.394,3088.539,3523.679,2677.877,157.986,159,103,74,67,117,133,70,123
"BT_2269",9386.537,13021.781,13620.186,527.5,471,523.122,20,29,53,29,11,64,63,19,36
"BT_2270",667,840.026,798,520.002,555.502,441,61,185,103,57,47,96,483,156,260
"BT_2271",731,914.027,960.021,640.366,680.76,594.021,29,125,41,10,34,17,38,33,18
"BT_2272",23744,40492.565,43400.028,54863.409,59443.729,47538.309,1241,1158,1020,332,173,307,661,400,485
"BT_2273",56055.497,84390.123,91989.562,54124.866,73135.366,57352.269,1186.265,1425.249,960.501,275.148,226,361.166,288,213.225,279
"BT_2274",1960.503,3405.117,3732.31,2740.099,2331.956,2061.401,174.735,165.751,158.499,35.852,26,34.834,103,68.775,70
"BT_2275",8865.981,8610.265,8772.237,2044.438,2156.723,1752.149,1544,1392.536,1258.877,52,32,166,106,45.764,95
"BT_2276",3460.019,3804.847,3713.763,1088.562,1266.277,1008.851,543,538.464,409.123,118,60,80,58,71.236,34
"BT_2277",2584,3439,3586,584,694,585,222,187,184,21,41,0,17,30,10
"BT_2278",322,383,267,950.297,975,975,593,923,688.515,32,45,25,229,125,179
"BT_2279",1015,941.866,975,2709.744,2985,2131.856,1232,987,862.485,35,36,24,111,32,98
"BT_2280",32,88.134,44,191.959,190,92.144,0,17,0,0,0,0,4,1,5
"BT_2281",1697,1761,1979,916,1082,773,73,14,69,11,22,15,23,28,26
"BT_2282",19,39,37,188,131,97,21,0,0,0,32,0,19,0,34
"BT_2283",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT_2284",0,0,1,1,1,8,0,0,0,0,0,0,0,0,0
"BT_2285",2,30,23,44,36,49,40,30,0,0,0,0,12,9,0
"BT_2286",0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
"BT_2287",1,2,7,50,55,33,0,14,0,0,0,0,6,0,0
"BT_2288",32,94,101.8,660,541,509,525,179,351,47,24,73,32,14,20
"BT_2289",8,73,63.2,342,316,211,12,5,13,1,0,0,4,0,10
"BT_2290",81,149,200,861,848,536,135,150,119,57,67,33,54,15,34
"BT_2291",0,13,2,41,48,36,0,0,0,0,0,0,0,0,0
"BT_2292",0,21,35,97,105,78,0,0,4,0,6,0,0,0,0
"BT_2293",55,93,74,287,339,207,41,15.001,22,10,0,43,29,4,13
"BT_2294",59,137,112,242,317,268,36,9.999,29,0,0,0,2,0,0
"BT_2295",27,13,16,42,85,34,12,0,6,0,11,0,5,0,0
"BT_2296",11,4,6,45,69,22,9,5,0,0,6,0,2,0,0
"BT_2297",158,205,204,715,840,631,223,540,268,0,0,19,60,83,40
"BT_2298",85,82,87,654,711,531,105,122,64,28,0,46,4,2,20
"BT_2299",0,2,5,23,37,51.706,0,0,0,0,0,0,0,0,0
"BT_2300",0,11,5,182,212,130.294,8,0,9,0,0,0,5,0,0
"BT_2301",121,147,178,70,105,43,14,0,8,17,0,0,0,0,0
"BT_2302",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT_2303",2,4,0,15,14,14,0,8,9,0,0,13,6,0,0
"BT_2304",8,22,40,100,92,71,24,20,1,0,0,0,0,0,1
"BT_2305",15,23,21,71,100,76,32,49,57,13,19,54,9,14,11
"BT_2306",0,7,3,19,21,8,0,0,0,12,0,0,7,0,0
"BT_2307",98,114,150,316,319,247,42,36,55,0,7,0,8,5,15
"BT_2308",79,133,117,684.45,759,490.309,253.79,167.475,150.121,57,93.002,51,29,18,17
"BT_2309",34,40,43,218.55,293,258.691,40.21,48.525,60.879,71,19.998,0,10,4,6
"BT_2310",11,67,87.012,322,363,314,181,187,203,37,32,18,12,3,20
"BT_2311",51,178,172,987,1190,829,338,211,281,92,99,123,36,12,32
"BT_2312",5,11,11,19,33,17,29,0,0,0,0,0,8,0,15
"BT_2313",9,15,34,98,101,66,27,0,10,7,0,0,22,8,2
"BT_2314",0,1,1,23,22,22,0,15,0,0,0,0,0,0,0
"BT_2315",0,5,6,32.131,23,18,11,0,0,0,0,0,1,0,0
"BT_2316",222,224,214,952.869,1084,871,445,335,464,26,36,20,27,13,9
"BT_2317",84,116,127,350.386,388,295,136,127,104,0,10,12,59,72,41
"BT_2318",59,86,94.224,357.251,276,406.985,241.978,429.134,330.131,11,39,10,66,29,25
"BT_2319",192,463,405.776,1247.363,1651,1278.015,1747.022,1061.866,934.869,117,154,94,107,101,139
"BT_2320",11,12,13,24,32,14,152,139,108,13,27,24,3,5,0
"BT_2321",235.098,195.005,239.195,260.1,243.879,202.061,121,121,178,0,25,26,3,0,18
"BT_2322",334.902,458.995,413.395,436.9,565.121,341.939,203,229,227,39,42,60,17,16,43
"BT_2323",29,31,55,421,469,260,411,57,121,26,22,0,19,6,43
"BT_2324",102,196,132,657,747,526,133,73,142,24,30,18,49,15,29
"BT_2325",0,4,3,12.005,12,11,0,0,0,0,0,0,0,0,0
"BT_2326",54,87,88,313.995,260,208,62,66,50,54,33,33,37,0,36
"BT_2327",225,313.997,283,494,295,183,113,31,79,59,25,4,48,30,30
"BT_2328",270,188,141,219,184,188,13.901,67,47,0,13,23,21,31,18
"BT_2329",774.331,779.746,753.572,664.283,587,620.272,8.099,54,42,0,0,38,16,8,17
"BT_2330",7479.181,5659.159,4338.704,6594.177,4939.943,4537.697,1965.487,3908.61,1915.113,424,346,504,181.973,126,192.068
"BT_2331",911.488,601.094,455.163,1582.352,748.057,686.031,350.513,345.39,216.887,0,0,0,34.027,29,31.932
"BT_2332",8,9,15,19,32,15,57,10,6,0,5,0,23,4,11
"BT_2333",166,271,292.132,1609.235,1807.333,1444.691,198,216.845,141,96,6,28,45,27,12
"BT_2334",16,47,47.868,177.765,202.667,152.309,23,108.155,28,0,12,0,0,3,0
"BT_2335",40,48,43,210,177,132,203,380,314,0,0,0,16,3,7
"BT_2336",0,2,1,1,4,0,0,0,30,0,0,0,0,0,0
"BT_2337",0,0,0,7,5,4,13,26,9,0,0,0,0,0,0
"BT_2338",868.393,809,756.977,769,687,531,232,326,274.975,13,6,22,24,14,63
"BT_2339",409.607,323.997,306,172.995,238,176,185.711,279.229,120.966,14,39,6,17.305,9,12
"BT_2340",139,108.003,60.998,112.005,66,80,105.016,187.771,57.059,16,0,8,19.695,12,27
"BT_2341",718.86,828.96,844.488,538.54,525.242,394.853,693.869,1165.463,621.714,83,113.115,65.991,99.996,117.872,103
"BT_2342",933.14,740.04,705.515,390.891,328.196,292.147,257.404,439.537,207.286,399,166.885,334.009,49.004,39.128,83
"BT_2343",139,163,155.998,70.569,50.562,38,57,172,127,0,0,19,4,14,7
"BT_2344",5,0,0,0,0,0,18,8,34,0,0,0,0,0,0
"BT_2345",231,313,386.714,125,163,118,223.7,428.513,240,14,14,26,16,7.51,24
"BT_2346",191,204,267.286,48,53,27,71.3,128.487,61,16,4,32,25,6.49,5
"BT_2347",7,20,25,6,5,0,0,59,0,0,0,0,0,0,0
"BT_2348",15,15,10,0,3,0,5,31,9,0,0,0,0,0,4
"BT_2349",1757,2362,2205,2943.023,3123,2180,2373,2336,1925,357,228,203,365,201,342
"BT_2350",45,16,50,55,65,27,59,65,43,0,0,0,2,0,0
"BT_2351",30,21.099,32,35,35,21,30.111,30.202,9.095,0,0,0,14,0,0
"BT_2352",6894,9098.313,9044,18993.223,18337.072,13605.86,9965.889,8811.798,8025.905,453,400,494,1235,707,819
"BT_2353",1473,1626.853,1498.083,2774.671,2189,1971.97,625,581,594,112,124,118,151,63,156
"BT_2354",12846.901,13476.191,11650.155,19970.865,18220.879,16150.207,1723.982,3109.712,1862.638,346.482,129,323,325.576,170,210.589
"BT_2355",9993.099,6719.068,5438.052,13242.615,9670.121,9470.823,1221.018,2708.288,1523.362,171.518,112,125,150.424,111,132.411
"BT_2356",554,507,435,1247.184,1115,949,534,1339.86,822,12,46,32,178,118,168
"BT_2357",183,200,182,207.816,169,108,54,20.14,5,14,1,0,43,48,26
"BT_2358",63,275,208,129,92,75,164,157,153,120,90,36,118,53,76
"BT_2359",50,51,35,55,34,32,99,154,93,74,40,9,47,46,27
"BT_2360",342,332,317,414,350,371,314,315,249,290,352,82,672,482,402
"BT_2361",323,451,338,912,597,382,505,373,285,115,63,136,292,198,145
"BT_2362",31,32,44,109,120,80,17,91,22,0,0,0,27,0,7
"BT_2363",5,12,21,21,35,12,34,0,13,0,0,0,6,19,0
"BT_2364",373,450,433,5786,6569,4509.869,23119.969,32568.686,20527.933,6047,5363,5693,10218.881,6153,7873
"BT_2365",100,90,104,537,584,412.131,1011.031,1354.314,855.067,281,118,264,703.119,403,395
"BT_2366",392.525,360.409,360.209,388,257.995,226,158,291,136,25,28,30,56,7,16
"BT_2367",1259.475,1388.591,1471.791,400,507.005,379,18,8,58,12,7,49,30,19,33
"BT_2368",678,657,571,553,528,516,98,118,70,24,18,8,59,35,73
"BT_2369",2910,3504,3312,10183,9336,6892,2891,3384,2144,1185,1104,1459,1331,846,1339
"BT_2370",459,764,641,1150,916,733,470,500,288,40,34,10,69,90,45
"BT_2371",513,682,822.17,512,488,461,617,1065,544,106,87,63,200,87,122
"BT_2372",174,155,233,358,360,213,102,119,126,48,61,50,116,72,83
"BT_2373",1361,1953.365,1996,240,308,337.196,80,120,70,105,27,92,94,85,49
"BT_2374",5864,7205.618,7349.676,5139,5781,4392.804,542,645,633,17,69,48,127,57,45
"BT_2375",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT_2376",19,36,18,113,70,86,90,155,128,0,0,0,19,13,4
"BT_2377",774,946,920,1116,996,880,217,244.24,195,5,23,0,19,13,17
"BT_2378",767,882,1061,357,356,302,141,242.76,184,13,10,44,23,17,25
"BT_2379",622,605,574,327,359,224,301,458,384,50,53,21,12,9,16
"BT_2380",327,252,291,220,227,186,99,139,94,19,5,0,9,0,3
"BT_2381",321,705,818.071,366,383,288,305,342,473,136,82,220,219,131,116
"BT_2382",1248,1776,1541,2554,2490,2032,387,336,287,25,30,35,69,51,27
"BT_2383",132,118,105,2128.053,1613,1116,248,361,172,43,34,36,141,95,85
"BT_2384",819,838,793,1372,1391,1070,1174,1499,1109,239,130,181,276,132,186
"BT_2385",1240,1393,1684,4222.05,6463,4775,25344,11817,15501,6125,4958,3878,638,389,485
"BT_2386",2425,2494,2586,1925,2039,1400,630,432,513,223,225,233,155,79,163
"BT_2387",584,728,739,46,47,64,74,130,82,11,14,0,28,2,28
"BT_2388",2729,8209,6769,23221.109,19654,13882,231,122,145,135,120,84,314,353,276
"BT_2389",21873,31207,29576.526,29359,32886,25989,2890,1359,1556,545,429,277,211,99,114
"BT_2390",3888,4663.139,4780.018,2290,2961,2244,264,246,267,85,37,33,22,23,51
"BT_2391",4083,4081,4185,6148.016,5593,4892,3937,3941,3132,472,393,356,310,197,201
"BT_2392",8,9,6,14,16,9,23,53,42,17,0,0,0,0,0
"BT_2393",72,34,44,85,161,81,93,91,92,11,5,0,16,0,13
"BT_2394",23,9,13,30,30,11,28,50,16,5,0,22,9,2,13
"BT_2395",38,33,15,151,158,79,0,23,15,12,0,0,45,3,45
"BT_2396",4092.723,4573.037,4953.487,2155.637,2121.451,1620,862,774,505,421,192,340,75,27,99
"BT_2397",1213.277,1414.296,1438.739,647.338,686.549,554,216.032,161,98,18,19,27,21,40,23
"BT_2400",2362.008,3469.717,3879.454,1331.043,1339.418,1297.208,8,41,24,51,17,0,14,12,5
"BT_2401",4719.992,7939.182,8701.487,5050.022,5979.695,4340.388,52,78,48,41,7,20,11,2,32
"BT_2402",7527,11709.985,12608.207,4310.951,4828.887,3341.403,655,850,675,227,78,187,53,23,72
"BT_2403",26171,34782.84,37860.014,17787.435,17490,13520,4154,5088,3327,675,437,518,175,125,168
"BT_2404",3286,4909.103,4755.443,2864.213,2861,2039.769,830,973,765.844,44,64,61,57,54,67
"BT_2405",3935,3832.646,3934.268,2167.229,1931,1965.231,211,404,179.156,29,37,27,29,24,15
"BT_2406",3000,4408.907,4866.671,2899.229,3310.35,2611.964,81,152,106,23,37,34,59,36,35
"BT_2407",2683,3920.343,4501.823,2301.329,2449.65,1932.036,64,138,95,11,20,0,39,20,41
"BT_2408",246,164.029,162,155,101,85,0,0,20,0,0,0,19,0,0
"BT_2409",48231,54158.421,48387.075,65226.55,62697,46656.461,242,284,196,45,45,74,57,39,83
"BT_2410",1195,1531.498,1665,692.764,767,678.564,0,12,0,14,0,0,1,0,24
"BT_2411",2321.673,2894.361,3211.254,799.263,1011.373,684.929,22,23.294,39.293,10,3,36,33,15,18
"BT_2412",14231.18,20318.096,22456.986,15576.006,20783.661,14519.175,2028.246,1016.77,1509.082,505.824,318,339.941,250.365,126.473,123
"BT_2413",72850.147,122874.185,132925.418,50324.991,55341.884,41595.332,1587.754,1477.936,1357.624,132.176,85,123.059,162.635,58.527,116
"BT_2414",230288.968,170228.378,144117.378,580842.25,415275.987,294390.347,5200,2250,2168,602,590,483,4609,2762,3384
"BT_2415",21322.631,26571.943,27503.184,10311.449,10778.955,8175.58,488,786.016,625.183,509.13,250,435.238,832,418.011,543
"BT_2416",8989.408,12250.861,12583.759,6153.934,5889.738,4877.078,838.578,1125.773,920.804,136.87,109,99.762,535.121,280.989,237
"BT_2417",23721.961,26896.499,28503.699,15873.976,18990.142,14940.488,5657.421,5636.741,4850.357,1460.005,635,1341,674.825,347,546
"BT_2418",315,1797.535,1696.068,2813.688,2478.514,2104.854,505.001,254.47,405.655,95.995,43,13,80.054,26,57
"BT_2419",7684,11147.135,11871,4332.187,4261,3151,2562,3717,2197,5046.63,3391,5045,2895,1565,1821
"BT_2420",1535,1833.823,2018.299,2128.148,2196,1617,1530.922,2367.564,1507.995,2966.879,1486.055,2371.152,1897.091,941.997,1073.289
"BT_2421",325,576.182,610.172,362.852,426,354,343.078,563.233,499.005,2533.281,2133.257,2332.282,1323.203,708.003,617.711
"BT_2422",113,217.996,165.318,237,234,79,359,181.203,169,843.21,660.688,772.567,627.706,318,387
"BT_2423",219.017,315.511,272,94.014,80,59,108,246,104.476,803.751,573,424.47,1240.37,612.195,822.909
"BT_2424",2051.983,3191.79,3646.777,530.516,655,471,2697.687,3640.411,2015.451,11972.8,8889.473,11002.693,5700.329,3121.722,3194.645
"BT_2425",1050,1341.091,1475.223,275.484,280,185,930.313,1547.589,912.073,4601.448,3373.527,4048.837,4528.301,1969.082,2396.445
"BT_2426",836.256,210.007,194.693,56,87,63,659.305,1094.866,815.678,65,58,18,0,0,4
"BT_2429",200,225,220,219,180,154,217,125,101,10,20,0,22,10,9
"BT_2430",1331,2022,2078,10537.586,11735.402,9121,679,658,756,67,37,96,71,60,62
"BT_2431",2626,2314,2315,5638.414,6288,5103,854,1032,522,375,117,374,141,99,104
"BT_2432",947,1367.039,1430.258,929,967,742.071,180,129,117,95,80,143,107,61,88
"BT_2433",10990,12857.961,13479.333,14523.249,16653.657,13325.929,1949,1726,1299,935,670,606,527,335,510
"BT_2434",11749,18292.154,18403.636,19595.942,22006.144,17256,806,407,507.748,67,52,107,134,75,124
"BT_2435",461,788.842,719.27,1149,1394.856,1101,261,251,189.252,19,0,0,39,37,53
"BT_2436",906,1180,1043,190,148,122,37,70,51,38,16,20,31,24,39
"BT_2437",30362.998,39030.908,35506.045,153690.831,159988.046,140735.773,1596.287,2446.819,1707.571,195.047,68.184,275.366,248.16,171.193,235
"BT_2438",295925.61,241647.955,194429.402,1943447.234,2530480.838,1577530.911,12029.713,1338.181,2632.266,338.953,304.816,363.634,2011.84,1124.807,1446
"BT_2439",15464.692,22835.278,23780.851,31046.139,33061.251,23695.175,23100.543,16334,16581.853,6801,5042,5278,1553,916,1434
"BT_2440",1860.523,2317.827,2224.78,1608.779,1762.785,1407.847,124.457,318.476,171.85,0,0,21,38,20.001,11
"BT_2441",1027.786,1437.331,1490.618,1256.97,1306,810.191,587,547.524,663.297,23,12,46,63,54.999,54
"BT_2442",12,21,20,278,238,163,8,12,0,0,5,16,11,7,7
"BT_2443",39,51,77,152,124,117,43,24,48,12,20,0,24,12,23
"BT_2444",2,29,20,74,116,103,190,179,184,51,32,76,29,9,15
"BT_2445",0,1,0,0,0,0,5,7,0,2,0,0,0,0,0
"BT_2446",1027,1375,1295,491.58,408,332,99,212,133,44,42,25,45,47,13
"BT_2447",60,56,38,25,19,33,34,10,31,0,0,6,11,0,6
"BT_2448",139,300,339,138,170,118,68,7,39,0,33,24,63,65,41
"BT_2449",58,60,66,51,55,19,86,24,24,18,7,8,62,49,23
"BT_2450",519,434.697,444,23,10,21,15,27,10,42,9,25,5,26,15
"BT_2451",1471,1374.7,1254.889,35,27,21,132.387,132,138.991,10,23,20,17,17,34
"BT_2452",48,221.804,162.111,79,49,19,32.613,0,2.009,0,8,10,27,1,0
"BT_2453",54,34.801,28,3,4,3,0,0,0,0,0,0,0,0,0
"BT_2454",41,37,51,0,2,4,0,0,15,0,0,0,0,0,0
"BT_2455",14,26,22,71.573,53,64,7,40,0,0,0,20,13,2,0
"BT_2456",7,49,40,131.427,219,200,22,51,31,0,29,0,20,6,11
"BT_2457",54,77,101,159,161,117,74.499,107,83,39,20,0,18,0,5
"BT_2458",639,1038,1102,2499,2797,2326,336.501,430,297,122,9,91,43,27,25
"BT_2459",430,609,573,735,877,760,49,58,0,29,5,59,13,13,40
"BT_2460",129,171.246,194,201,204,178,14,26,50,9,37,44,35,8,36
"BT_2461",649,897.754,914,525,572,495,809,1248.562,1084.965,282,173,211.017,180,119,127
"BT_2462",130,292,242,265.323,276,207,635,632.438,502.035,72,66,34.983,121,83,72
"BT_2463",150,103,118,128.677,75,84,28,159,40,0,2,0,16,4,0
"BT_2464",15,24,11,19,39,26,34,36,7,0,0,0,0,0,5
"BT_2465",56,81,93,318,337,277,441,293,281,43,23,44,83,40,56
"BT_2466",472,533,512,369,431,269,57,59,11,11,0,0,11,7,51
"BT_2467",0,19,17,6,6,3,29,23,68,0,7,0,0,0,10
"BT_2468",7,12,23,30,22,0,0,14,10,0,0,0,4,11,0
"BT_2469",1,1,3,0,0,0,0,11,0,0,0,0,0,0,0
"BT_2470",11,14,5,22,2,1,0,0,8,0,0,0,0,0,0
"BT_2471",13,9,4,5,8,2,41,59,31,0,0,0,0,0,0
"BT_2472",93,105,89,132,150,109,601,453,433,0,0,0,10,0,1
"BT_2473",265,338,355,519,574.999,387,0,54,32,10,16,61,10,25,19
"BT_2474",346,388,440,174.867,186,154.158,85,29,14,73.002,0,0,0,4,9
"BT_2475",773,981.007,983,365.133,451,292.842,33,12,24,16,4,0,14,0,7
"BT_2476",110,119.778,147.559,57,60,20,4,0,0,0,0,0,9,8,2
"BT_2477",168,277.891,215.441,49,62,60,26,77,27,12,0,12,13,11,9
"BT_2478",289,469.33,536,143,193,120.002,16,8,18,0,0,0,21,5,0
"BT_2479",745,823,936,99,133,119.998,50,72,110,8,21,59,11,16,5
"BT_2480",423,487,460,88,115,98,59,9,44,0,19,10,14,9,7
"BT_2481",30,31,26,26,18,5,0,13,10,0,0,0,0,0,0
"BT_2482",73,148,117,40,25,37,0,26,0,0,0,0,0,0,0
"BT_2483",51,47,26,11,9,6,12,14,0,0,0,0,0,0,0
"BT_2484",1031,1447.177,1635,1343,1621,1252,1661,1656,1453,208,156,190,64,22,53
"BT_2485",31,28,59,42.098,35,44,62,57,19,23,7,0,49,24,33
"BT_2486",411,504,489,2053.902,2393,1717,1031,1548,794,540,187,316,482,240,258
"BT_2487",0,1,0,1,0,0,0,9,0,0,0,0,0,0,0
"BT_2488",1928,2569.242,2537,3423,3681,3155,1336,1539,990,99,171,185,201,92,120
"BT_2489",120617,153041.067,151792.637,18292.483,19471,13379,1186,1185,728,350,389,560,927,493,648
"BT_2490",58,16,9,25,18,16,2,47,17,10,0,32,0,0,0
"BT_2491",54,246.466,205,1422.125,928.556,832.548,737,759.193,646,77,58,58,206.555,119.006,86
"BT_2492",694,510.534,397,4635.875,4364.072,4172.452,1013,869.807,833,15,31,0,78.445,56.994,61
"BT_2493",25236,32040.513,29494.54,10545,10380.372,8067,3702,3990,3395,741,438,639,1411,622,684
"BT_2494",2969,4203.561,3885.676,16627.813,14841.85,12017.942,4592,4755,4324,121,71,144,375,224,196
"BT_2495",2447.386,3281.605,3721.396,4212.119,4364.511,3539.432,207,403,265,66,58,78,121,53,40
"BT_2496",3775.614,5548.865,5803.678,8292.657,9094.622,6969.72,267,511,327,120,36,42,108,62,69
"BT_2497",1045.915,1425.48,1391.858,3450.743,2922.594,2535.323,71,147,41.329,52,49,61,109,8,50.321
"BT_2498",1411.085,2230.52,1998.506,4457.861,4338.636,3076.677,318,192,211,159,121,13,196,33,57.679
"BT_2499",3765,6158.069,4615,10571.916,10513.77,8308,442,624,369,58,44,144,353,198,222
"BT_2500",1558,1719.063,1826,7636.991,6510,5462,5004,8051,5612,1799,818,1526,3907,3103,3312
"BT_2501",802,1076,1042,780,680,719,57,84,19,0,22,0,21,15,18
"BT_2502",1761,2419.773,2305.202,5473.511,5859.94,4686.672,915.893,1511.324,844.153,185,100,151,73,38,55
"BT_2503",707.852,992.516,1183.377,618.319,773.143,618.796,177.107,347.084,232.847,72,61,14,47,14,41
"BT_2504",628.148,1040.71,946.668,840.258,906.266,612.532,212,294.592,195,0,5,10,34,14,10
"BT_2505",1630,3502,3904.901,3389.757,3016.653,2415,2191,2572,2095,152,187,215,252,140,217
"BT_2506",1447,1554.133,1549.11,408.58,292,289,464.391,422.979,214.254,125,110,105,35,39,39
"BT_2507",732,804.558,711.377,140.42,128,101,238.537,335.238,234.746,161,57,124.465,117,53,56
"BT_2508",271,307.31,308.513,71,16,25,97.072,68.784,72,45,16,35.535,35,30,26
"BT_2509",212,202,211,61,48,25,238,303,49,87,6,55,49,21,48
"BT_2510",70066.889,81509.11,70853.716,318388.245,338506.464,238496.993,35671.338,47076,33493,1757,1493,1886,9396,4815,5998
"BT_2511",466,694.638,617.399,484.39,416.319,261.308,203.279,316,68,116,119,178,330,183,157
"BT_2512",8027,10803.362,10910.601,5786.61,6243.681,4391.692,1431.721,1177,1229,592,383,524,232,126,173
"BT_2513",4095,5327,4674,9886.747,12382,8142,1967,1464,1186,325,429,383,1194,585,713
"BT_2514",0,0,0,3,0,5,0,0,0,0,0,0,0,0,0
"BT_2515",24,16,26,7,12,3,90,53,37,46,39,10,0,0,0
"BT_2516",652,742,713,616,640,611,21,35,0,16,12,0,14,4,6
"BT_2517",18929.158,28197.23,30145.326,25078.067,28706.924,20271.814,1326,966,574,351,194,69,364,169,242
"BT_2518",3499,5041.445,4832.247,2091.869,2190.047,1998.918,112,36,13,14,12,23,85,49,48
"BT_2519",921.323,2110.119,2193.22,2455.536,2342.911,1873.268,21,137.707,14,22,13,0,68,41,8
"BT_2520",2868.867,3514.994,3416.112,2925.541,3381.553,2542.995,268,236.293,104,1,29,64,67,55,77
"BT_2521",15876.81,20004.021,19945.668,23267.952,26448.565,19800.468,3881,3653,2907,183,121,159,482,337,410
"BT_2522",7994,11379,11827.578,11745.664,11747.812,8987.299,5802,6514,4779,875,638,847,1137,727,834
"BT_2523",2164,3260.504,3642,2054.614,2282.041,1602,553,531,461,246,109,282,109,124,140
"BT_2524",615,975.496,1006,555.386,486,398,44,39,16,8,8,48,28,32,3
"BT_2525",207,325,382,277,261,154,14.986,39,79,0,4,7,11,0,5
"BT_2526",7386.999,10068.729,9018.666,21222,17017,15792.983,724,495,403,247,214,180,369,229,325
"BT_2527",9010,11343.021,11212.12,33555,33560.383,27904,5522,6177,4407,661,620,484,806,453,653
"BT_2528",8268,8894.796,8277.004,14747.646,12234,9437,450,463,492,168,132,148,136,105,106
"BT_2529",12,9,13,11,20,37,3,0,25,0,0,0,0,0,0
"BT_2530",62,82,48,590,552,477,40,26,24,0,0,0,0,0,9
"BT_2531",32,60,61,90,96,49,18,26,23,0,0,0,3,0,14
"BT_2532",38,49,45,93,68,77,10,14,11,5,9,0,26,6,5
"BT_2533",0,2,11,8,6,2,0,0,0,0,6,0,0,0,0
"BT_2534",1257,1632,1679,1094,1058,720,569,550,518,59,14,15,51,53,24
