"","GC124724","GC124725","GC124726","GC124727","GC124728","GC124729","GC124730","GC124731","GC124732","GC124733","GC124734","GC124735","GC124736","GC124737","GC124738"
"BT_1976",47,37,52,19,27,4,177,226,125,12,10,0,18,1,7
"BT_1976a",2832,3036.044,3171.775,2683,2779,2041,1239,1101,658,286,204,239,723,528,549
"BT_1977",6636,14219.7,14454.41,13367.397,14517.001,10732,1741.11,1733,1184,391,485,378,800,394,543
"BT_1978",6671,12035.299,13195.59,14631.46,14969.999,11445,2112.89,1768,1321,142,110,134,218,192,210
"BT_1979",9901,13507,12131,32542,33648,26567,6845,7049,5205,651,492,702,2050,1134,1380
"BT_1980",512.857,637,656.804,2242.781,2096.691,1887,405,375,606,165,127,212,527,246,305
"BT_1981",18,13,6,18,11,5,0,0,0,0,0,0,0,5,7
"BT_1982",10,2,4,19,8,9,0,0,0,0,0,0,0,3,0
"BT_1983",2637,4890,5370,1836,1696,1395,180,50,31,27,29,24,28,16,22
"BT_1984",123.42,159.488,159.315,72,58.82,26.521,40.676,190.001,107.729,38.405,2,0,17,15,17
"BT_1985",513.58,782.512,870.685,378,336.18,328.479,1703.324,1911.999,1561.271,172.595,157,233,90,41,86
"BT_1986",2068,3171,2677,10109,11934,8631,393,187,187,0,0,12,22,5,0
"BT_1987",204,327.009,291,457,503,394,0,49,6,9,0,0,47,33,41
"BT_1988",37,106,127,114,157,69,23,15,16,0,0,0,1,0,0
"BT_1989",1850,1707,1510,5582,4646,4071,619,485,586,23,10,46,173,101,80
"BT_1990",0,0,1,0,0,0,0,0,0,0,0,0,0,7,4
"BT_1991",0,4,0,1,0,7,0,0,0,0,0,0,0,0,0
"BT_1992",0,6,1,6,6.005,7,33,49,32,5,0,0,3,0,0
"BT_1993",5976,7899.261,7273.953,15597.452,14683,12089,17958.134,28308,17110,1734,1203,1486,6146,3019,3596
"BT_1994",411.408,271.034,198,528.852,332,310,1143.575,1977.608,1348.184,883.158,524.102,662.324,1181.582,758.171,941.238
"BT_1995",532.592,522.968,450,1367.696,1792,1190,1522.291,2927.368,1340.816,1716.842,1834.898,1718.676,6115.418,4126.829,5478.762
"BT_1997",5,12,10,7,4,1,5,3,8,5,0,0,0,4,0
"BT_1998",75040.788,100469.729,100153.699,69187.004,69250.575,52625.747,58541.967,56322.361,52279.619,11550,9642.001,12701.502,32865.302,18626,23629.219
"BT_1999",6560.635,8689.555,8398.765,6182.399,6122.45,4825.253,1118.033,894.328,1047.381,788,714.214,719.498,1250.698,527,977.781
"BT_2000",17229.007,27919.172,29364.149,71057.675,79355.623,61428.924,12451,9833,8409,3127,2729.785,2359,2144,1101,1502
"BT_2001",13239,19626.325,20978.069,7760.644,8923,6742,200,193,181,89,21,43,101,45,55
"BT_2002",21898,30355.791,33607,24693.634,29270,21499,5675,4792,3759,438,421,390,427,189,333
"BT_2003",2257,2818,2862.001,2432,2349,1639,30,37,36,7,2,22,34,7,20
"BT_2004",2493.532,3854.303,4129.202,2323.629,2510.423,1683.036,55,14,0,0,0,0,10,15,0
"BT_2005",7297.468,12751.697,13809.104,4906.792,5615.576,3770.964,368,623,313,34,113,97,90,33,61
"BT_2006",2634,3340.298,3726,2145.127,2508.002,1951.003,67,33,55,26,34,26,146,80,121
"BT_2007",5102,9208.083,10140,4934.873,5169,4463.997,1149,1378,1036,137,73,209,96,98,100
"BT_2008",8119.021,12584.922,12994.712,5919.772,5532.632,4119.26,1288.721,1475.682,1036.803,157,142,211,765,395,604
"BT_2009",4218.361,5299.581,5549.239,2880.86,2976.992,1867.914,114.179,129.318,210.941,30,43,34.995,126,50,77
"BT_2010",196.639,248.586,197.053,156.307,160.376,122.825,23.1,13,3.257,17,0,1.005,14,4,2
"BT_2011",1079,1473,1344,946,869,583,188,192,209,36,107,60,91,44,58
"BT_2012",972,1189,1290,818.221,780,609,309,421,393,137,200,75,107,100,82
"BT_2013",5348,6717.15,7000,4245.786,4182,3401,1966,2635,1611,96,152,275,165,152,90
"BT_2014",1912.056,2775.011,2789.013,1036,1089.926,859.903,116.016,40,31,29,31,24,78,62,30
"BT_2015",121.944,128.989,134.987,29,60.074,30.097,4.984,0,25,0,0,0,1,0,0
"BT_2016",6514.981,9237.264,9705.958,2161.278,2223.98,1580.051,144,209,135,70,66,31,156,37,117
"BT_2017",35019.694,59400.06,68497.095,21313.606,29000.844,21348.949,46374.98,31216,37521,2427,1940,1645,539,269,487
"BT_2018",1756.324,3235.001,2873.955,1564.488,1460.28,1016,345.02,286,184,23,53,7,31,42,50
"BT_2019",497,600,607,1381,1143,932,1900,1316,1259,48,4,18,71,80,89
"BT_2020",130,108,100,1763,1608,1179,165,95,129,44,29,8,439,207,231
"BT_2021",0,14,10,51,71,25,4,7,10,0,0,11,0,0,1
"BT_2022",0,17,15,74,79,55,5,15,37,0,10,0,19,11,10
"BT_2023",142,188,246,408,404,258,157,55,81,0,0,46,26,10,13
"BT_2024",75,127,102,16,1,12,7,0,0,13,0,0,3,4,0
"BT_2025",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"BT_2026",10,3,15,13,9,10,27,0,22,14,1,0,0,0,9
"BT_2027",1,6,0,6,3,0,0,0,0,0,0,0,0,0,0
"BT_2028",85,80,50,135,131,91,32,0,0,0,10,0,22,0,2
"BT_2029",0,0,0,0,6,0,0,0,7,0,0,0,2,0,0
"BT_2030",7361,10290.504,10509,13327.759,11864.001,8835,1369,1603.261,1266.631,13,55,104,243,211,181
"BT_2031",268,665.496,661,1828.241,1463.999,1102,687,1091.739,961.369,56,110,187,217,156,203
"BT_2032",1115,1275,1416.782,249,200,165,366.261,584,330,111,85,238,288,107,184
"BT_2033",651,843,747.218,49,98,29,39.739,18,40,0,7,23,80,23,33
"BT_2034",3192,5998,5754.673,3670,2783,2425,841,1505,1137,76,68,80,269,128,121
"BT_2035",11262,16010.51,16904.451,5276.146,5287.047,4360.243,419,485,455,33,41,35,71,52,45
"BT_2036",14547,21132.616,22186.898,18392.854,17523.953,13899.687,2011,1448,1432,45,0,58,88,67,42
"BT_2037",1547,1963,1944,2651.927,2216,1556.07,363,272,395,6,12,22,81,52,108
"BT_2038",11588,17737.228,17237.736,51575.983,57695,37647,3945,491,1585,200,541,186,721,413,697
"BT_2039",8077.007,10794.583,11045,11183.307,11907,8193.177,806,246,189,19,85,43,90,48,83
"BT_2040",983.993,1314.626,1303.386,3393.435,3757,2838.324,27,78,33,0,0,0,87,20,3
"BT_2041",634,881,787,1253.258,1055,797.499,516,744,720,12,11,28,69,88,107
"BT_2042",7054.989,11177,11423,5230,5973,4462,431,212,311,77,49,36,82,75,72
"BT_2043",1191,1496.268,1519.177,8358.113,7317.255,5997.649,8485.685,11211.338,7526.484,284,149,298,696,484,524
"BT_2044",2536,3880.732,3979.894,6471.122,6958.897,5142.351,1542.315,2477.662,1766.516,114,95,76,345,189,191
"BT_2045",13,7,9,21,10,4,3,39,17,0,1,0,0,0,0
"BT_2046",2463.153,2753.508,2676.163,7997.968,8180.182,6377.326,347.048,368,228,41,58,45,193,107,136
"BT_2047",6262.844,8270.635,8358.891,19065.84,20987.032,15461.772,1482.957,1478.762,1202.914,104,96,69,326,284,284
"BT_2048",2137.003,2560.857,2386.083,2553.216,2816.244,2124.902,487.995,180.238,285.086,45,80,24,170,123,132
"BT_2049",11928,13908.287,12921.905,8850,7289,6039,4145,3231,2852,390,360,387,277,144,217
"BT_2050",2777,3271.685,3566.111,3329,3682,2988,1408,1156,940,387,206,462,176,82,96
"BT_2051",572,542.315,550,431,415,297,20,0,0,0,22,0,18,42,20
"BT_2052",30556.76,43481.667,44713.573,24344.878,31246.652,21952.029,685.853,548.365,729.676,207.992,155.75,252,880.464,389.003,495.92
"BT_2053",86155.13,88688.866,105367.651,27406.149,42192.974,33109.857,2252.179,2756.676,1636.398,683.302,397.527,786.356,1597.595,823.997,970.346
"BT_2054",32976.78,33718.52,34160.342,10686.199,12093.508,9328.814,3279.676,6242.178,3709.302,778.598,375.385,855.068,817.943,345.125,476.931
"BT_2055",60240.33,70647.207,75384.625,30004.645,36086.443,28598.408,13325.509,19259.781,13613.625,772.107,494.338,944.575,1752.998,869.875,997.803
"BT_2056",1802.288,2966.012,2962.474,2536,2498.255,1751.782,156.087,109.638,140.432,44.613,24,46,163.237,82,86
"BT_2057",7556.712,10742.988,10239.53,7724,7596.059,5282.922,1918.231,3073.627,1902.568,674.387,742,654,300.706,135,163
"BT_2058",11139.744,12789.304,13003.122,12146.188,11731.068,9314.659,876.171,938.534,883.489,141,68,113.021,332.057,218,352
"BT_2059",25082.256,43062.664,39313.038,43050.316,39503.618,29044.637,21037.511,23440.201,21525.498,3011,2526,3489.979,6968,4032,4999
"BT_2060",1660,3194.004,3322.727,3252.26,2872,2091,1918.527,1828.165,1616.47,196,226,398,799,474,539
"BT_2061",4943,7192.905,7180.349,11429.918,11573,7803,3641.401,3379.835,2782.53,1311,1357,1345,1394,805,924
"BT_2062",17266,25690.072,25889.704,26032.195,26079,18627,17909.073,23084,14813,3336,2636,3315,7263,4136,5098
"BT_2063",1564,2050,2277,1059,1347,910,587,382,384,205,153,87,112,80,110
"BT_2064",470,787,821,120,241,144,7,0,5,0,30,0,14,16,2
"BT_2065",2487,3535,3601,913,1136,852,244,245,189,1,63,33,17,20,32
"BT_2066",137,163,181,326,420,235,200,76,134,21,43,0,43,15,23
"BT_2067",527,751,736,1621.514,1641,1240.004,424,228.548,280,80,91,14,111,43,103
"BT_2068",544,749,689,1116.486,998,833.996,514,449.452,475,7,1,25,37,17,32
"BT_2069",1433,1459,1294,1536,1519,1231,308,439,389,28,5,26,60,12,17
"BT_2070",2766,3481.764,3578.462,8783.257,10263.137,8520.391,80,35.128,42,27,19,68,79,87,73
"BT_2071",8379,13603.349,13441.425,71016.093,76495.104,56794.613,3307,3098.872,2428,543,442,476,491,209,356
"BT_2072",17998,30260.017,30080.846,125803.057,144211.986,99776.71,18461,10538,8402,1209,1178,1365,717,323,423
"BT_2073",14700,19185,20517,16338,17838,13254,2404,2282,1779,260,130,230,146,83,107
"BT_2074",18177,21476.931,23002.865,15927.151,17721,14392,2624,3280,1964,783,350,698,1168,536,729
"BT_2075",994,1576.652,1688.93,1182.348,1172.126,750,52,38,38,30,45,39,264,171,171.999
"BT_2076",2713.488,2992.695,3405.301,3125.17,3567.757,2777.89,579,650.782,399,284,171,279,330,119,213.001
"BT_2077",12208.096,17416.69,18809.679,12865.332,14360.135,10482.322,2053.069,2321.446,1724,1106,432,756,1094,612,668.056
"BT_2078",29364.416,40258.632,46581.612,19643.062,20946,17408.788,6318.931,6616.772,5182,688,396,770,842,462,539.944
"BT_2079",70488.931,89367.649,90254.9,61118.016,57300,47687,4464,5347,4241,837,839,816,1459,778,1094
"BT_2080",6351,10066.45,10586,16932.533,17359,12657,7100,7024,6164,961,777,1186,1722,1027,1291
"BT_2081",4218,7025.164,6946.174,22850.979,22560.228,16332.863,221,138,167,13,5,30,18,17,18
"BT_2082",1265,1761.875,1666.826,2499.895,2513.772,2219.137,250,215,162,48,31,37,5,2,8
"BT_2083",800,1303,1357,10581.981,11753.612,8776,5133,4513,3449,1221,854,954,681,265,402
"BT_2084",9850.857,12358.008,12868,16373.897,16479,12891,10693,14396,10033,251,161,227.629,512,202,312
"BT_2085",8832.143,10354.993,11659,7242.105,8092,6354,1140,912,958,157,119,204.371,526,218,238
"BT_2086",5660,9218,9772.473,155709.564,199406.723,141350.831,303984.764,345606,258185,32953,18747,28092,5722,3110,4802
"BT_2087",3034,2827,2301.002,10379,10841,7792,469,467,264,51,49,2,295,223,231
"BT_2088",731.755,501.693,359.832,478.3,407.112,320.858,20,0,0,0,0,0,11.608,0,0
"BT_2089",17637.246,22589.683,23440.168,21664.587,22575.86,17478.349,3779,4414.751,3473,369,439.069,433,388.392,235,319
"BT_2090",14680.474,20332.665,21308.139,31391.467,38774.025,28012.802,8071.641,2174.307,3119,941,1140.77,764,3809,2333,2928
"BT_2091",21292.024,27006.522,29574.201,22677.08,25520.272,19781.994,5233.359,8423.942,5226,745,422.161,566,1008,677,761
"BT_2092",36007,42512.149,44059.386,6939,7411,5802.017,761,568,473,117,49,126,90,40,60
"BT_2093",2273,4145.354,4425.769,3857,3589,2918,1604,1049,1324,547,349,418,1002,556,722
"BT_2094",4191,5829.577,5839.207,2481,2513,1934,1349,1660,1417,365,340,460,616,259,267
"BT_2095",2749,4683,4856,3085,2633,2036,1696,1859.143,1822,324,375,248,379,189,230
"BT_2096",495,537,554,599,571,511,4703,6551.857,4934,300,179,226,489,205,336
"BT_2097",777,856,825,852,803,730,1944,3361,2134,96,112,172,262,165,185
"BT_2098",2584.786,3103.194,2968,2430.545,2169,1709,149,80,73,0,12,11,52,6,17
"BT_2099",12958.78,16817.01,17030.999,8374.102,9983,6959,282,133,56,56,29,21,18,13,8
"BT_2100",1353.435,2394.76,2323.001,2481.353,2536,1721,341,149,187,13,64,0,7,12,22
"BT_2101",424,563,549,253.262,345,193,31,81,52,13,0,23,12,0,0
"BT_2102",377,575,497,501.738,372,269,585,921,481,11,8,0,40,11,35
"BT_2103",3807,6376,6072.232,8324.676,6167,4730,5185,6717,5262,559,449,383,348,199.613,330
"BT_2104",90,112,110,1383,829.084,705,4077.938,7522.877,4875.973,139,46,117,393,173,227
"BT_2105",71,95,81,381.715,256,234,653.783,1139.043,685.252,63,22,4,138,93,56
"BT_2106",38,10,14,53.285,10,27,64.279,158.08,83.774,32,0,0,15,5,10
"BT_2107",155,133,151,119,126,76,1521,2844,1909.057,76,25,36,139,86,66
"BT_2108",11,42,34,21,16,24,242.523,439,140.943,5,30,0,35,16,4
"BT_2109",54,53,67,49,71,44,150.477,255.008,102.369,0,11,0,22,0,4
"BT_2110",24,37,28,50,65,66,8,98.992,88.631,33,6,7,25,19,17
"BT_2111",135,182,272,208.91,341,161,214.836,282,164,0,13,27,69,13,21
"BT_2112",46,39,43,42.09,65,58,36.164,42,14,0,19,0,2,0,4
"BT_2113",109,149,116,311,316,331,82,28,27,0,18,12,4,6,9
"BT_2114",641,1010,950,1565,1559.009,1262,209,244,173,27,48,33,61,36,29
"BT_2115",0,0,0,0,1,0,0,0,0,0,0,0,0,5,0
"BT_2116",1594,1946,2128.298,1015,1284,992,491,660,445,81,58,87,62,14,34
"BT_2117",198,324,314,147,217,119,128.201,108.088,263,104,70,60,179,130,143.386
"BT_2118",1421,2114.015,2144,1510.618,1779,1314,5082.731,5346.033,4136.834,1303,768,1059,830,568,685.614
"BT_2119",725,914.046,850,380.382,375,323,916.068,1527.879,969.166,113,127,120,463,244,336
"BT_2120",130,126,99,159,151,89,112,120,99,10,0,18,24,0,0
"BT_2121",5384,6627.949,6841,1906,2985,2215,157,187,198,86,91,117,103,53,52
"BT_2122",35821.104,43060.645,46606.143,29097.798,29878.735,23186.707,2978,4505,3117,224,226,246,500,325,483
"BT_2123",13361.018,15091.111,15692.582,7306.477,8058.253,5779.724,529,460,446,120,121,68,93,101,119
"BT_2124",23779.878,32080.027,34100.404,16907.73,18952.012,14250.845,218,219,194,14,77,28,186,52,110
"BT_2125",530,2258,2339.005,2499,2091,1690,736,594,737,32,79,90,205,113,163
"BT_2126",2725.998,3468.357,3342.015,2885.647,2923.28,2305.904,587.879,1516.226,808.383,86,32,67,66,44,22.589
"BT_2127",1508.093,2206.303,2199.57,1280.582,1371.644,1180.261,44.121,121.235,111.251,32.723,35,53.082,80.051,21.365,21.535
"BT_2128",8327.96,12650.314,13450.415,7339.772,8291.129,5744.835,523,419.539,251.367,195.277,152,271.918,473.949,247.635,344.875
"BT_2129",2871.599,3177.234,2878.861,1883.997,2062.094,1547.09,277.046,460,283,0,4,29,134,98,42.804
"BT_2130",72755.401,108175.463,118307.789,96953.479,127951.906,98737.91,19933.954,6063,9918,866,1127,740,1571,1015,1611.196
"BT_2131",123,108,76,141,153,78,91,138,71,46,15,52,43,71,61
"BT_2132",22,31,59,58,15,22,79,180,98,50,34,47,10,7,18
"BT_2133",30696.997,37613.659,40128.208,20801.249,20772,15805,9194,12844,8882,989,676,1118,1725,781,980
"BT_2134",2135,2609.003,2303,1383,1119,1014,162,192,259,13,0,19,70,53,40
"BT_2135",2772,3569.009,3184,3382,3366,2500,704,916,533,49,51,35,87,56,64
"BT_2136",14083,15939.035,15989.149,37173,38940,26768,7101,4120,3425,567,551,467,1225,644,842
"BT_2139",1741,2270.31,2483,1279,1298,933,433,479,307,71,22,59,69,16,41
"BT_2140",2687,3297,3584,1415,1915,1336,387,430,204,81,65,55,167,74,61
"BT_2141",9777.878,11473.119,10770.245,13692.971,11884.248,9077.3,615,753.341,634.484,71,69,79.938,143,52,64
"BT_2142",3979.122,4314.546,3861.755,4474.059,4736.752,3783.196,138,241.659,190.516,0,2,3.062,33,12,29
"BT_2143",36009,34306.921,36022.459,17832.983,14938,12297.069,1067,1633,1397,111,18,88,411,225,369
"BT_2144",8647,9709.005,8522.988,4605,5925,3852,1578,1225,1015,193,188,258,684,411,545
"BT_2145",44832.482,51514.378,49805.643,39910.946,44253,30694,4736,5710,3916,1366,862,1531,5367,2594,3124
"BT_2146",2338,2933.237,2906,2045,2259,1640,3545,5329.271,4052.671,232,138,297,610,308,374
"BT_2147",274,303,296.001,311,247,291,76,142,57,8,21,0,9,20,42
"BT_2148",1164,1293.119,1117.999,1279.206,1127,970,898,1440.182,845,60,30,24,72,53,23
"BT_2149",1807,2283.881,2453,3792.794,3844,2884,2389,3189.818,2295,513,322,317,149,78,121
"BT_2150",3621,7074.444,7187.416,4807.397,4761,3896.923,1129,1091,1090,349,196,101,435,237,312
"BT_2151",5358,10627.303,12380.177,7703.723,8750.695,6464.905,562,806.922,450.462,244,136,201,418,188.997,214
"BT_2152",3102.798,4146.871,4709.354,3358.846,3721.18,2780.851,569.5,839.656,538.391,263,125,137,463,217.003,289
"BT_2153",8816.202,14630.643,15768.378,12132.468,11700.125,9385.321,4114.5,3501.422,3255.147,278,252,227,731,363,350
"BT_2154",3154,3939.011,3856,6570.845,7237.292,5499,1174,1644,1493,214.355,164,146,266,212,225
"BT_2155",24011,45565.824,38482.85,64512.666,38795.56,28968.012,5581,2705,2799,405.645,507,438,3847,3556,4026
"BT_2156",2236,3082.519,3328.03,956,1331.419,1147,153,244,289,33,8,44,10,11,13
"BT_2157",13264.514,16243.277,15260.783,1588.47,1806.476,1177.786,102,120.418,114,502,374,328,430.001,210,308
"BT_2158",16651.09,22129.072,23453.212,3512.388,4196.194,3273.209,262,372.513,98.614,110,100,95,237.939,158,104.273
"BT_2159",4459.476,6932.537,7083.883,1677.937,1530.088,1040,433,669.068,360.386,151,197,196,186,74,104
"BT_2160",5777.749,6013.101,5478.026,3776.757,3523.632,2767.081,1469.005,2114.232,1800.581,394,131,266,363,193.101,277.537
"BT_2161",27756.299,24253.055,21973.128,6394.758,5969.145,5523.312,437.748,508.807,659.916,95,59.547,179,278.469,123.899,180.353
"BT_2162",20939.044,14051.412,13974.785,4815.852,4908.208,4398.615,644.958,991.136,755.305,109.907,34.654,0,336.284,123,143.068
"BT_2163",34601.908,31123.165,34988.188,7105.838,7580.015,6767.622,5057.289,5650.825,4490.198,1001.093,516.8,705,333.247,211,254.043
"BT_2164",725,1066,1205,1763,1451,1411,1318,803,1097,20,30,13,262,96,222
"BT_2165",11596.282,15678.21,15307.524,14675.105,16059.267,12395.331,8016.297,11266.41,7678.111,908.195,773.674,1414,3539,1826,2512.029
"BT_2166",9608.718,21935.209,21719.558,22770.578,23617.744,19366.841,63782.703,75919.771,59928.888,1457.805,984.326,1591,3604,1734,1735.971
"BT_2167",4731,5517,4858,15021,16081,13380,14542,17099.658,12082,3686,2771,3147,3122,1548,2133
"BT_2168",1689,2056.579,2055.996,2082,1933,1404,699,910,644,79,8,69,57,40,76
"BT_2169",548,634.421,728.004,465,590.564,429,77,66.171,54,0,34,31,67,30,45
"BT_2170",363,388.582,337.961,300,343.096,371,89.297,202.829,126,15,18,12,121,44,53
"BT_2171",2065.467,2458.753,2380.698,1567.999,1461.341,885.635,169.68,301.909,133,37,56,92.997,336,197,205
"BT_2172",4221.509,3705.411,3675.039,1377.001,1575,1045.365,146.979,232.192,77,86,66,61.003,71,40,53
"BT_2173",276.024,390.255,318.302,57,65,81,2.044,31.899,24,14,0,0,5,1,9
"BT_2174",1679.183,1465.161,1311.706,2603.06,2462.879,1967.585,331.738,539.654,319.856,104.873,33.964,116.043,40.963,52,74
"BT_2175",361.817,469.839,328.294,1094.94,690.121,625.415,110.262,128.346,47.144,14.127,15.036,44.957,1.037,6,8
"BT_2176",522.96,868.37,836.568,230.828,134.072,145.475,56.998,53.462,9.971,23.709,4.011,0,6,6,9
"BT_2177",2319.04,2496.581,2685.556,271.172,330.928,320.525,164.002,156.538,113.029,42.291,53.989,26,22,26,22
"BT_2178",22495.268,19961.915,21196.999,50609.315,75034,58074.998,1131,1350,1200,1731,1000,1222,644,327,555
"BT_2179",1616,3150,3103,7360,6429.912,4523,5772,7938,4702,1356,1019,1390,3310,1886,2181
"BT_2180",767,1150,1177,504,400,298,158,65,131,62,33,42,65,60,27
"BT_2181",498,799.175,922,951,927,741,330,381,355,47,0,15,14,17,28
"BT_2182",198,289,299,87,116,53,177,229,239,0,0,9,38,42,20
"BT_2183",1110,1331,1527,830,989,755,93,24,88,0,11,11,17,15,18
"BT_2184",9,50.494,35,46.279,22,26,15,24,0,0,0,0,2,5,0
"BT_2185",56,66.506,70,157.721,179,125,8,0,8,0,0,0,1,0,1
"BT_2186",8469.185,10055.975,9967.331,6264.935,6096.005,4618.314,523,434.354,288,52,53,30,229,147,167
"BT_2187",1061.815,1192.29,1187.669,616.343,718.995,534.686,9,26.646,8,9,18,17,22,7,11
"BT_2188",259,266,238,232,176,126,29,12,23,0,0,0,5,0,15
"BT_2189",3672,3572.175,3352.228,2593.047,2344,1803,701,1043,720,9,7,19,66,42,43
"BT_2190",249,363,384,413,477,325,113,53,60,27,18,20,21,6,4
"BT_2191",559,805,810.284,448,512.552,375.491,132,198,51,46,66,55,52,19,19
"BT_2192",124,242,190.716,170.299,212.448,175.509,76.261,81,21,0,18,0,22,27,31
"BT_2193",241,337,420,764.973,928,666,327.739,285,302,99,49,18,53,36,39
"BT_2194",106,194,226,133.728,134,126,221,200,232,0,0,19,2,0,1
"BT_2195",176,206,282,91.308,129,82,146,185.206,103,0,48,7,26,18,9
"BT_2196",351,668,821,249.692,242,196,360,705.121,514,65,25,32,95,47,81
"BT_2197",394,672,730,475,438,313,960,953.674,568,16,40,10,76,48,63
"BT_2198",1972,2294,2625,1130,1304,1045,134,134,112,0,7,13,55,19,29
"BT_2199",969.591,991,1160,289,395,327,26,77,88,0,24,8,29,0,0
"BT_2200",397.409,680,668.904,123,129.879,101,56,61,62,20,15,16,4.223,22,8
"BT_2201",829,1234,1407.854,537,848.121,592,416.557,206.191,225,66,10,11,30.777,10,19
"BT_2202",1129,1487,1662.242,221,195,198,130.443,305.809,118,0,39,51,30,13,15
"BT_2203",634,761,831,156,142,156,73,124,64,0,0,0,5,27,0
"BT_2204",4517,5323,4827.016,4309,3792,2771,1652,2440,1477,264,92,91,104,69,57
"BT_2205",2987,4066,4268,2173,1639,1388,835,683,696,42,21,20,45,10,32
"BT_2206",4090,5116.221,5386.342,2426.876,2971,2488.971,475,512,389,69,49,49,87,36,35
"BT_2207",856.205,1331.605,1326.084,1702.648,1781.705,1361.365,45,52,86,31,34,23,61,42,39
"BT_2208",1070.767,857.173,886.574,925.806,1124.475,714.612,17,0,12,0,0,0,5,2,3
"BT_2209",766.37,830.881,626.093,2046.286,1574.557,1218.284,246,384.798,337.212,21.27,12,18.853,36.236,5,17
"BT_2210",503.659,382.121,351.907,803.384,735.262,595.768,140,426.202,238.788,26.73,20,1.147,34.764,13,7
"BT_2211",927,1458.001,1396,338,449,290,37,79,0,0,17,21,7,4,8
"BT_2212",3119.312,3690.999,3543,1651,2024,1470,53,22,18,0,0,0,17,0,8
"BT_2213",3933.811,5229.834,5560,1634,1989,1560.823,75,85,31,21,14,0,1,13,6
"BT_2214",1287.708,1488.697,1513.333,266.762,240.263,185.933,3.845,31.543,49,0,0,0,0,0,0
"BT_2215",5618.479,6291.096,6936.857,1032.657,1094.112,862.244,39.155,49.457,41,22.023,0,0,5,5,9
"BT_2216",4308.002,5336.409,5573.82,1732.989,1672.625,1387,202,137,82,18,13,0,70,41,38
"BT_2217",94.415,69,51.001,137.572,158,98,88.177,157.079,102,17,9,23,18,21,33
"BT_2218",27.068,6.202,20.999,14.428,4.269,26,38.246,55.498,38.384,0,3,0,0,0,3
"BT_2219",198.517,235.798,202,328.523,325.731,183,1282.511,1591.052,1193.762,56,49,52,63,38,56
"BT_2220",151,128,121,187.477,221,172.538,873.57,1682.418,879.211,102,16,112,69,53.764,48
"BT_2221",8,22,15,102,82,54.462,91.496,171.954,75.642,0,13,0,3,2.236,5
"BT_2223",1411,1463,1646,2004,1601,1272,306,721,363,40,51,54,56,55,35
"BT_2224",838,917,794,249,271,185,91,64,52,0,0,0,24,22,23
"BT_2225",277,363,308,487,465,340,516,659,427,46,23,33,39,23,23
"BT_2226",1244,1438.907,1446,514,472,336.113,176,184,180,34,7,43,59,4,21
"BT_2227",81,158.108,104,114,97,76.887,25,0,0,0,0,0,10,4,13
"BT_2228",13905.569,24287.446,27178.012,36038.759,44283.503,34844.781,5180.346,6866,5687.016,5516,4080,5000,2652,1766,2001.999
"BT_2229",391,1208.429,1169.336,2017.777,1622.893,1277.418,157.654,104,115.984,61,5,43,195.573,90,88.001
"BT_2230",78493.885,116890.546,118778.409,492244.446,532360.909,371558.709,691270,881989.725,545649,141733,86273,121852,12777.427,6880,12240
"BT_2231",15721.508,18265.366,19817.325,9936.53,10623.726,7765.072,2587.243,2292,1872,105,51,49,113,71,69.185
"BT_2232",2823.032,2796.577,2567.956,1279.89,1149.205,1060.089,88.888,91.188,87,7,10,58,49,46,71.815
"BT_2233",1483.46,1391.059,1332.743,7430.577,6860.069,5966.839,598.869,666.812,577,70,71,61,741,505,421
"BT_2234",2400.82,3824.999,3809.582,1142.975,1248.09,828.425,1045.242,1647.055,934.612,68.871,114.874,75.783,92.264,67,47.114
"BT_2235",1777.18,3029.001,3037.418,1550.026,1372.91,1035.575,7303.758,6754.945,6374.388,504.129,362.126,207.217,102.736,51,97.886
"BT_2236",1318.52,2557.899,2338.498,769.227,596,454.742,310,379.61,219.129,25.423,23,58,106,32,61
"BT_2237",1162.835,1447.104,1475.802,281.09,253,255.934,283.511,338.164,177.474,25.577,41.999,25,130.142,79,56.836
"BT_2238",1214.645,1324.995,1448.271,272.683,286,282.324,241.684,282.318,114.397,37,21.001,19,243.858,108,95.164
"BT_2239",2165,2121.168,1967.43,2944,1816,1426,711.806,1178.908,933,137,66,168,756,402,377
"BT_2240",3513,4263.067,3891.504,7129,6392,5093,536,403,259,28,5,14,193,135,206
"BT_2241",1955,2357,2191.285,4660.036,5127,3957,174,142,79,6,0,0,106,59,52
"BT_2242",4146.098,7170.877,7092.779,2274.926,2299,1740,937.084,916,723.99,221,147,197,302,163,237
"BT_2243",1229.902,1587.114,1463.936,287.038,260,268,148.916,158,140.01,33,8,74,75,57,42
"BT_2244",471,752.066,795,198,251,174,121,116,130,55,27,42,15,15,28
"BT_2245",357,537.934,581,217,192,167,165,180,134.192,7,18,24,37,35,21
"BT_2246",2531.003,3907.108,3852.926,1867.626,1932.309,1402.337,1509.506,2022.946,1655.491,158,196,210,103,59,76
"BT_2247",250.997,368.892,305.074,518.374,335.691,244.663,238.494,238.054,338.317,0,0,0,6,2,8
"BT_2248",369,301,261,794.002,812,668.931,282,346,225,70,63,55,584,367,511
"BT_2249",9511.043,12231.369,11586.829,7848.421,7119.884,6346.739,1884,2256,1728.24,534,282,553,1603,1099,1394
