"","GC124688","GC124689","GC124690","GC124691","GC124692","GC124693","GC124694","GC124695","GC124696"
"BT_4138",24178.841,25360.039,20412.417,32022,5007,4608,3008,12984,12611.241
"BT_4139",2442.412,1961.379,2353.583,300,51,74,141.077,143,70.759
"BT_4140",128.245,82,92,47,0,11,108.923,25,8
"BT_4141",39,26,36,6,13,0,27,0,0
"BT_4142",1429.536,1309.413,1622.877,40,14,0,57,10,12
"BT_4143",674.464,713.587,771.123,39,3,20,44,34,30
"BT_4144",7721.163,6365.749,5059.212,496.302,443.915,568.967,627.405,857.745,1089.964
"BT_4145",174,145,189,18,0,12,17,27,9
"BT_4146",183,134,161,45,13,0,38,12,22
"BT_4147",102.952,116.476,112.586,37.232,0,29,2.155,8,0
"BT_4148",96.048,150.524,147.414,33.768,34,0,5.845,0,0
"BT_4149",247.738,247,200,4,0,0,1,15,0
"BT_4150",58.262,58,68,18,0,17,1,63,23
"BT_4151",455,372,297,57,9,12,16,9,16
"BT_4152",138,154,133,83,57,44,14,136,47
"BT_4153",71,98,88.224,41,29,0,18,41,0
"BT_4154",641.234,621.459,565.984,159,45,32,113,31,73
"BT_4155",866.812,1065.537,920.302,1282,253,225,126,206,162
"BT_4156",191,120,117,37,0,28,20,15,16
"BT_4157",35,66,71,34,0,0,3,6,0
"BT_4158",21,26,30,51,21,0,0,11,0
"BT_4159",372,368,317,256,91,60,69,188,99
"BT_4160",1208,812,977,54,31,11,30,29,48
"BT_4161",1056,694,924,407,141,67,241,825,337
"BT_4162",2061.799,2524,2564,1014.951,336,331,281,1017,745
"BT_4163",122,115,135,53.009,0,20,64,42,25
"BT_4164",274,271,279,134.991,48,36,55,93,30
"BT_4165",50,53,59,26,2,9,14,30,16
"BT_4166",104,94,129,30,29,0,10,12,6
"BT_4167",50,66.546,78,30,10,0,23,20,3
"BT_4168",172,191.454,219,78,15,10,33,70,19
"BT_4169",3369,3180,2077,125,0,16,50,49,73
"BT_4170",379,300,274,514,85,75,179,39,315
"BT_4171",96,85,75,34,0,0,363,14,10
"BT_4172",610,496,429,370,91,55,524,243,405
"BT_4173",277,333,206,76,37,0,26,65,55
"BT_4174",145,132,152,3,10,18,22,31,35
"BT_4175",2184,2466,1572.049,245,27,21,72,134,93
"BT_4176",298.081,355,340,81,66,49,80,65,49
"BT_4177",2.064,0,0,0,0,0,0,0,0
"BT_4178",1059,1147,1216,381,180,121,332,378,177
"BT_4179",101,104,98,51,20,9,15,18,0
"BT_4180",133,155,137,71,6,12,17,9,15
"BT_4181",248,212,280.749,32,49,16,28,0,12
"BT_4182",500,416,499.251,144,45,41,69,54,53
"BT_4183",115,107,104,25,8,9,0,55,40.951
"BT_4184",1764,1499,1472,176,73,67,226,240,117
"BT_4185",3707.158,3497.001,2806,902,376,254,694,1082,754
"BT_4186",255,199,295,133,49,25,108,40,67
"BT_4187",207,213,198,384,73,147,388,513,229
"BT_4188",14100.658,16427.981,14847.128,1154.273,187,244,218,260,484
"BT_4189",2163.846,2577.646,2725.725,108.727,41,24,37,109,75
"BT_4190",300.5,475.457,513.279,7,10,12,9,22,13
"BT_4191",3678.849,4194.028,4753.985,190,118,117,276,240,55
"BT_4192",1113.315,1029.044,1419.244,124.511,17,15,26,97,102
"BT_4193",13605.158,12939.929,13426.445,1212.489,650,307,416,593,257
"BT_4194",691,820,862.967,1512.519,904,548,512,1517,1295.92
"BT_4195",649.532,635,635.296,52.481,11,0,64.842,63,33.08
"BT_4196",720.468,670,808.704,1275,368,259,188.158,106,122
"BT_4197",3,5,0,51,9,0,20,20,50
"BT_4198",3419.732,2124.982,2264.276,3435.506,1255.97,595.443,5603.064,1390,953
"BT_4199",1339.291,1190.793,1422.724,3582.494,1058.03,673.557,8037.936,2094,1488
"BT_4200",525.535,525.85,476.426,994.033,292.803,421.009,1128,307,382
"BT_4201",503.465,661.375,630.757,2475.967,466.197,331.991,5141.29,1004,1068
"BT_4202",38,47,54.816,112,38,40,985.71,34,33
"BT_4203",105,90,104.126,4,0,0,0,21,0
"BT_4204",1243.252,1529.134,1463.224,289,77,49,174,150,118
"BT_4205",21842.947,17939.99,20878.415,1961,551,436,1979,1444.272,701
"BT_4206",20001.232,16510.525,17434.317,1839.944,312,297,1092.022,2053.879,1354.526
"BT_4207",5054.679,4907.521,5377.814,653.056,151,109,324.978,415.263,183.474
"BT_4208",2656.834,1832.516,2494.822,43,56,23,51,102.585,20
"BT_4209",1720.479,1627.78,1802.989,106,58,27,144,142.869,46
"BT_4210",6686.044,7133.3,7198.388,114,78,58,110.007,210.131,60
"BT_4211",3600.334,4529.207,5030.28,112,69,54,120.993,165,90
"BT_4212",16983.84,10627,11786.105,319,144,65,204,405,278
"BT_4213",6463.572,6401.064,6533.143,1165,432,528,810,1049,667
"BT_4214",12580.213,11244.907,12517.657,588,110,200,127,838,415
"BT_4215",1009.5,953.266,1354.05,40,9,0,29,51,57
"BT_4216",4277.126,3938.41,4975.506,201.464,76,11,163.675,246.96,97.836
"BT_4217",4917.745,4611.21,5116.059,138.536,87,31,138.269,199.04,77.164
"BT_4218",2150.74,2135.212,2641.419,137,50,23,107.056,36,34
"BT_4219",138.032,149,240.128,21,0,0,22,34,13
"BT_4220",2209.956,2106,2801.889,902,487,406,421,471,301
"BT_4221",3399.051,3611.748,2880.133,1432,533,456,365,447,322
"BT_4222",1340,925,1155,656,261,163,392,620,244
"BT_4223",1,0,0,0,0,11,0,0,0
"BT_4224",149,134.004,138.998,82,37,0,174,15,18
"BT_4225",177,208,116.002,38,0,46,27,0,0
"BT_4226",15,12,24,0,0,0,31,0,1
"BT_4227",10,10,15,11,38,29,53,102,34
"BT_4228",2,0,0,0,0,0,0,0,0
"BT_4229",1934,2286,2459,796,356,238,237,490,304
"BT_4230",71,47,39,43,0,9,19,34,35
"BT_4231",1967,2118.534,1828,631,159,170,241,401,127
"BT_4232",14,16,15,11,12,0,16,23,0
"BT_4233",170,214,167,20,32,12,78,27,33
"BT_4234",91,102,123,19,0,0,0,0,0
"BT_4235",5299.556,4914,5203,24017,16336,7046,4964,7366,6036
"BT_4236",7384.563,8462.813,8380.141,7252,2210,1691,1887.26,1685,1464.253
"BT_4237",6518.572,7480.694,5725.071,1464,250,348,710.74,434,620.747
"BT_4238",3858.175,3453.494,2962.789,253,56,52,109,47,87
"BT_4239",3575.332,3668,3654,114,77,55,139,55,22
"BT_4240",172,176,155.627,57,0,10,13,65,50
"BT_4241",923.759,760,1025.373,126,115,29,48,136,209
"BT_4242",107.265,133.972,120.07,53,0,15,0,21,20
"BT_4243",2418.976,3121.169,3893.93,613,322,240,196,165,312
"BT_4244",161,109,134,71,31,47,23,0,0
"BT_4245",110.159,49,89,70.048,66,48,40,78,15
"BT_4246",179.728,144,154,267.952,142,109,41,71,37
"BT_4247",336.742,212,314.578,905.034,601,560,341,209,259
"BT_4248",101.985,58,100.422,2464.409,689,485,871.434,549,247
"BT_4249",112.999,60,64,638.557,366,166,260.566,198,58
"BT_4250",1441,1534,1357,2558,713,640,1329,1361,878
"BT_4251",537,437.998,383,190,47,91,227.001,66,66
"BT_4252",1105,1001.002,1229.005,498,169,149,421.999,243,192
"BT_4253",209.013,161,207,76,16,5,159,39,46
"BT_4254",5149,4433,5249,1094,424,396,1150,1205,542
"BT_4255",1508,1793,1401,1050,431,253,146,347,293
"BT_4256",589,515,509,233,89,88,115,245,202
"BT_4257",674.109,713.072,840.056,60,0,0,35,37,63
"BT_4258",246496.251,284037.696,174508.137,92810.725,29083,25242,22354,10189,11113
"BT_4259",10571.462,10518.647,11223.613,568.376,175,139,667,520,458
"BT_4260",2270.335,2136.041,2657.816,110.205,21,24,84.977,31,10.553
"BT_4261",1069.898,1225.876,1502.776,179.318,58,31,59.023,0,57.447
"BT_4262",16061.914,13273.457,17874.423,2484.101,952,650,582,660,602
"BT_4263",36531.308,43648.017,49481.682,2971,1102,1000,1454,1320,949
"BT_4264",17357.83,22264.952,19665.761,1086,465,297,203,392,218
"BT_4265",13872.911,17662,15104,1866,565,635,1109,1313,1337
"BT_4266",72,68,26,41,34,32,30,0,22
"BT_4267",99,82,83,112,0,30,14,51,37
"BT_4268",113,136,103,54,10,6,15,12,0
"BT_4269",16,4,13,7,0,0,0,51,0
"BT_4270",25,21,42,42,10,26,40,29,17
"BT_4271",54,63.395,84,11,11,21,11,18,0
"BT_4272",568,361.605,412.487,172,100,11,117,40,58
"BT_4273",52,51,53,252,38,19,320,43,11
"BT_4274",0,3,1,4,0,0,12,0,10
"BT_4275",3,4,1,4,0,0,8,11,6
"BT_4279",208,200,145,27,0,22,348,31,15
"BT_4280",46,37,40,737,150,55,778,23,98
"BT_4281",13,4,7,13,7,0,65,0,13
"BT_4282",329,282.001,310,65,0,0,93,10,20
"BT_4283",39,36,27,102,21,25,90,19,21
"BT_4284",7.023,8.201,3,13,0,0,61.476,0,1.012
"BT_4285",28.977,15.799,12,83,14,0,137.524,44,48.988
"BT_4286",8,11,6.018,37.583,0,16,32.38,2.026,11
"BT_4287",1725.99,2007.042,1756.982,650.417,106,135,221.62,196.974,146
"BT_4288",255,308,413.716,214,54,20,67,73,16
"BT_4289",69,70,83.284,26,9,24,42,21,15
"BT_4292",5447,5098.994,4288,1608,518,609,746,595,750
"BT_4293",5309,5188,6035,2330,756,516,302,511,377
"BT_4294",1,1,0,0,0,0,0,0,0
"BT_4295",361,296,277.938,195,44,54,798,97,37
"BT_4296",51,57,38.062,33,10,16,66,15,0
"BT_4297",33,17,16.862,95,25.095,0,70,14,34
"BT_4298",74,71,75.138,449.685,126.905,174,240,79,156
"BT_4299",19,16,23,234.315,117,90,77,16,19
"BT_4300",1819.986,1330,1564,1117,273,356,773,353,108
"BT_4301",1794,2225,1763,1275,449,347,440,392,315
"BT_4302",1574,1464,1482,822,154,132,466,122,68
"BT_4303",20832.915,18898.817,19784.634,2974,1293,1305,1736.176,1503.333,1246.942
"BT_4304",8707.202,8644.318,7712.759,2480.049,965.271,909,978.824,1792.667,1580.728
"BT_4305",3400.937,3016.929,2862.813,3235.951,1091.729,1062,6081,3195,2149.33
"BT_4306",6479.777,5208.748,6661.03,1578,298,503,20583.048,1357,1261
"BT_4307",2724.59,2926.252,3774.376,287,121,94,264,128,15
"BT_4308",2809.664,2852.376,2964.051,423.987,223,205,651.76,253.991,207
"BT_4309",215329.315,232243.499,209136.619,21367.013,4408,4747,17132.24,8710.009,9133
"BT_4310",34966.247,34599,27470.967,2415,1081,1098,1215,1673,1108
"BT_4311",69,71,73,13,0,0,30,0,0
"BT_4312",4787,5263.049,6206.035,704,442,241,473,370,470
"BT_4313",30967.52,38940.92,32674.681,1495.822,627,701,972.878,531,664.589
"BT_4314",1133.652,1068.036,1284.315,109.178,83,80,78.122,15,38.411
"BT_4315",139.136,162,155.013,2,10,9,15,17,11
"BT_4316",247.132,235.099,297.101,8,14,8,36,0,18
"BT_4317",659.732,608.901,605.376,6,0,0,0,0,0
"BT_4318",963.493,1244.608,1011.102,56,0,23,13,54,0
"BT_4319",5235.992,4839.694,4414.724,47,33,80,89,148,39
"BT_4320",43114.421,37719.426,45016.462,256,58,117,292,729,363
"BT_4321",105074.869,96967.962,100810.516,7054,1789,1816,805,6380,4184
"BT_4322",3674.562,3542.195,3718.549,307,75,115,200,386,166
"BT_4323",18499.921,18053.805,15526.947,337,68,177,111,264,209
"BT_4324",746.027,539.058,906.321,14,20,18,45,117,11
"BT_4325",4268.973,3496.942,4960.356,58,12,5,15,39,37
"BT_4326",820.808,446.158,665.088,10,5,5.073,54,9,24.587
"BT_4327",3960.413,4479.542,5001.335,335,107,172.927,248,290,235.413
"BT_4328",1915.91,1702.321,2231.093,87.998,36,14,17,87,39
"BT_4329",1493.562,1471.573,1715.618,41.002,30,0,29,61,0
"BT_4330",10160.397,9722.81,9546.14,6063,1288,876,642,464,542
"BT_4331",2520.589,1870.868,2511.068,81,25,36,173,215,136
"BT_4332",25059.279,18103.439,18447.761,65,54,44,122,173,93
"BT_4333",3064.303,3498,3352.17,305,142,83,137,158,104
"BT_4334",17175.757,19674.763,18553.115,2076.608,915,647,703,2052,1702
"BT_4335",14148.24,13959.018,14562.036,409.142,239,155,246.595,382,127
"BT_4336",26280.316,32217.342,29445.582,2751.25,1278,1076,1396.405,1596,1664
"BT_4337",10341.551,9074,8845.019,2928,896,1167,1118,3410,1563
"BT_4338",766,848,1078,210,80,57,227,146,111
"BT_4339",879,895,997,254,69,68,248,253,66
"BT_4340",0,0,2,0,0,0,3,0,0
"BT_4341",10990.089,11093.016,9697.284,9035,1964,1547,1130,1749,1606
"BT_4342",5141.161,4269.984,4158,1605,1088,298,350,732,352
"BT_4343",206.49,176.682,196.649,20,5,0,0,47,47
"BT_4344",2804.512,2852.318,3015.351,235,139,145,287,407,230
"BT_4345",22565.422,27671.275,31199.501,1418,579,429,1138,1596,1145
"BT_4346",1031.043,837.035,1184.104,148,78,89,117,60,55
"BT_4347",329.933,226.022,281.896,21,7,14,54,0,0
"BT_4348",547.938,420,431.96,3524.335,1807,1054.98,2701.248,4957.187,2706
"BT_4349",378.086,275,293.04,2912.665,2074,1574.02,3421.752,5092.813,3832
"BT_4350",44595.134,46597.546,33801.736,60928,14545,15676,11161,14359,13334
"BT_4351",17346.265,12548.388,12682.12,4805,982,653,1259,2992,2148
"BT_4352",1398.976,1760.01,1657.261,528,271,126,132,298,200
"BT_4353",16235.578,17931.063,17529.739,1644,540,426,664,1533,882
"BT_4354",429,539.03,544,208,54,72,279,41,4
"BT_4355",92,48,64,39,0,30,57,73,0
"BT_4356",31,22,20,49,4,0,33,43,27
"BT_4357",98,87,100,196,47,11,98,46,31
"BT_4358",22,36,27,92,10,16,98,67,42
"BT_4359",1863.908,2172,1576,5394,1713,1694,1701,3347,3063
"BT_4360",2191.999,2146.022,2637.248,1240.639,749,501,634,889.665,378
"BT_4361",9211.962,7958.816,8392.752,4448.361,2265,1545,2244,919.335,720
"BT_4362",23213.758,23658.44,24363.841,1390,602,436,4050.09,1514,1273
"BT_4363",15640.192,13582.174,15869.894,784,83,239,1754.91,429,325
"BT_4364",679.301,791.221,913.76,70,45,0,77,32,91
"BT_4365",8,3,2,0,0,0,1,0,0
"BT_4366",10261.412,10644.2,9197.025,500,159,170,204,102,156
"BT_4367",27806.228,28270.298,26804.859,16557.896,5971,4726,13396,4583,3865
"BT_4368",15151.576,14823.864,14415.749,4873,1733,1542,18675,4097,3036
"BT_4369",152.776,129.008,190.547,12,0,0,14,24,0
"BT_4370",3617.756,3922,3645.543,825,189,256,1313,562,474
"BT_4371",12268.564,14217,16761.282,2599,1024,790,2080,1572,1348
"BT_4372",401653.624,365462.932,271434.585,31308.706,11961,10895,11511.853,9980,7821
"BT_4373",20328.851,23970.354,20411.115,2811.294,1014,749,791.147,708,865.676
"BT_4374",173013.899,156536.723,136545.874,23668,8820,7628,14571,27160,18083.324
"BT_4375",31469.618,31029.493,25814.981,1604.821,721,618,863,1205,913
"BT_4376",996.287,722.971,1072.525,26.179,9,32,84,11,0
"BT_4377",550.858,612.089,539.538,40,0,27,157.149,21,0
"BT_4378",3515.461,4020.911,4694.099,342,201,59,299.851,357,83
"BT_4379",1147.889,1876.317,1613.244,190.925,91,67,68,92,60
"BT_4380",30.136,24.683,45.756,0,0,0,9,0,0
"BT_4381",27.001,33,53,11,0,17,9,0,5
"BT_4382",1981.275,1631,2451.238,470,300,235,375,302,255
"BT_4383",1630.724,1792,2287.808,148,92,11,59,145,75
"BT_4384",65,102,128,571,400,266,6,16,38
"BT_4385",542,684,657.007,290,83,162,169.375,54,130
"BT_4386",2154.232,3193.665,2820.128,159.434,83,33,102.625,100.558,75
"BT_4387",4498.532,4855.17,4747.317,175.685,97,78,89,131.926,90
"BT_4388",142746.316,160986.576,129354.655,4531.881,1889,1757,1422,2582.517,2037
"BT_4389",5562.62,7024.555,5891.764,308,162,136,61,293,261
"BT_4390",901.01,1018.119,1117.473,11,30,12,27,16,13
"BT_4391",2507.675,2303.108,2001.371,28,57,0,23,72,28
"BT_4392",0,0,0,0,0,235.033,0,0,156.337
"BT_4393",2,0,0,2,0,12,0,0,0
"BT_4394",89,99,142,55,32,42,35,16,42
"BT_4395",353,441,511,125,21,61,30,48,57
"BT_4396",397,213,308,360,140,38,281,209,102
"BT_4397",354,380,403.011,202,121,80,71,62,98
"BT_4398",510,498,443,222,81,165,131,212,302
"BT_4399",13961.022,12023.063,10167.2,2101.049,1469,848,1080,3513,1739
"BT_4400",153.001,122,102,19,0,0,16,0,0
"BT_4401",10,12,7,9,6,4,3,10,0
"BT_4402",93,72,86,248,124,84,240.005,118,64
"BT_4403",109,69,120,732,324,276,109.995,299,264
"BT_4404",440,413.706,400,740,286,126,203,155,206
"BT_4405",33,34.352,19,41,16,55,44.815,18,1
"BT_4406",368,378.879,362.386,132,29,29,65.185,57,77
"BT_4407",150,179,167.614,48,16,14,132,0,23
"BT_4408",84,126,172,65,5,0,35,23,0
"BT_4409",2573,2626,2129,178,100,16,87,78,58
"BT_4410",484,611,633,204,91,76,92,109,153
"BT_4411",51,45,35,23,12,0,11,10,0
"BT_4412",3255.284,3860.385,3469.2,1047.474,431,330,612,741.173,556
"BT_4413",4403.812,3972.615,3369.107,889.526,153,105,765,399.827,58
"BT_4414",297.984,272.946,268.063,51,6,28,56,2,9
"BT_4415",1387,1329.054,1549.833,116,97,0,102,47,85
"BT_4416",5670.948,7104.207,5505.085,454,211,254,183,151,115
"BT_4417",24905.022,28029.978,28805.635,2073,1071,991,1202.002,2595.585,1663.061
"BT_4418",2786.965,2123.266,3172.837,1044.358,599.337,303.61,550.482,530.273,299.26
"BT_4419",30429.742,23487.806,21977.546,9931.642,3343.663,2176.39,6571.517,4786.142,2036.68
"BT_4420",39,29,22,5,0,0,9,25,0
"BT_4421",117.579,100.673,96.079,114.994,28,33,34.545,188.85,147
"BT_4422",44.421,42.327,33.921,1.006,5,0,17.455,45.15,9
"BT_4423",503,361,452,67,13,6,30,89,132
"BT_4424",364,349,345,544,190,150,124,434,523
"BT_4425",144,96,117,25,0,12,20,5,20
"BT_4426",327.78,343.015,348.014,80,3,3,11,22,43
"BT_4427",11352.22,9635.916,7896.172,2560,1153,1220,2231,3213,2322
"BT_4428",248,278,261,30,0,25,7,8,0
"BT_4429",1125,1179,898.195,169,48,39,31.003,69,60
"BT_4430",994.378,1094,1120.805,340,26,91,55.997,101,142
"BT_4431",102,145,154,21,9,0,21,14,7
"BT_4432",62,50,104,19,0,0,0,10,4
"BT_4433",0,0,1,5,0,0,4,0,0
"BT_4434",400,336,407,56,9,14,90,37,31
"BT_4435",2,4,0,0,0,0,0,0,0
"BT_4436",777,865,827,1214,227,340,2144,750,718
"BT_4437",117,91,89,91,14,0,32,47,72
"BT_4438",3,5,7,11,0,0,19,31,6
"BT_4439",0,8,0,2,0,0,0,0,0
"BT_4440",815,795,722,346,82,117,145,26,62
"BT_4441",9,18,12,19,0,0,6,0,0
"BT_4442",1.053,11,0,19,12,0,2,0,0
"BT_4443",17.947,17.093,10,64.898,18,0,9,16,0
"BT_4444",71,46.907,47,65,0,0,62,29,10
"BT_4445",17138.12,12685.64,11642.263,2224,736,610,1994,706,460
"BT_4446",46.427,26.04,25.534,1,0,7,20,42,19
"BT_4447",140.573,133.96,112.466,10,0,0,27,0,0
"BT_4448",78.647,74.36,62.361,16.313,8.001,18.536,0,4.109,19
"BT_4449",166,151,180,54,27,25,28,72.863,20
"BT_4450",50,63,67,28,0,20,13,17.137,7
"BT_4451",3003.005,3726,3278,1361,642,293,170,340,273
"BT_4452",58,59,56,1,0,0,0,0,0
"BT_4453",391,346.248,430,69,44,0,18,11,14
"BT_4454",948.253,1007.086,969.53,75.497,33,33,37,57,69
"BT_4455",21565.205,20950.626,22741.15,941.181,341,431,375,1198.018,612.804
"BT_4456",27103.181,24553.133,27521.206,1118.321,403,302,429,1243.982,868.196
"BT_4457",11727.011,13078.168,10211.645,966,314.624,410,1062,1524,722
"BT_4458",18385.309,18621.352,17319.374,1214,216.376,201,538,665,515
"BT_4459",12341.355,9511.648,9323.903,5053,5257,3717,5222,925,407
"BT_4460",540.856,564,622,111,77.999,35,50.762,137,55
"BT_4461",68.144,61,71,93,32.001,55,12.238,130,18
"BT_4462",29,62.01,56.324,5,0,0,0,0,0
"BT_4463",97.043,100.99,137.704,0,0,2,15,0,0
"BT_4464",1719.957,1585,1780.972,239,67,49,36,82,67
"BT_4465",144,225,156,888,272,371,144,384,334
"BT_4466",5082.679,2365,2310.753,70.242,189,47,333.351,265,36
"BT_4467",8070.321,5776,4561.247,1679.758,510,360,8316.649,2423,933
"BT_4468",345.509,412.301,377.605,46,21,0,22,25,34
"BT_4469",1489.491,1337.699,1191.395,2361,826,1002,780,4510,2013
"BT_4470",3505.879,3934,3779,801,284,207,202,343,250
"BT_4471",434.623,417.603,402,21,4,16,35,51,24
"BT_4472",264.515,228.397,253,22,36,0,16,42,55
"BT_4473",180,163,215.001,25,0,28,0,12,8
"BT_4474",10958.047,15363,13848.293,26597,8529,6323,1694,2340,3115
"BT_4475",1658.877,2378.942,1834.186,233,59,185,323,271,211
"BT_4476",17204.483,18231.247,16751.998,2230.697,769,476,1365,1195.232,973
"BT_4477",531.64,485.99,602.181,130.303,57,27,28,40.768,40
"BT_4478",18.036,28,25,9,7,0,13,0,0
"BT_4479",9093.002,9065,7888.465,736,285,168,165,356,214
"BT_4480",504,526,517,275,36,179,231,136,98
"BT_4481",24,13,11,30,13,0,73,23,0
"BT_4482",1291.676,1405,1724.459,205,86,56,116,96,187
"BT_4483",290.324,302,312.541,73,60,0,32,39,47
"BT_4484",15391.596,12155,13004.675,33544,9008,8911,22336,35896,23870
"BT_4485",165,157,176,121,0,20,50,8,21
"BT_4486",761.502,787.967,895.267,41,35,0,15,22,46
"BT_4487",3001.378,3126.698,3805.542,67.556,14,100,37,41.21,41.402
"BT_4488",7965.404,6285.662,5995.191,2345.444,957,691,523,1276.79,867.598
"BT_4489",22,10,18,61,0,10,415,56,15
"BT_4490",9,4,1,12,0,0,43,0,6
"BT_4491",1,4,0,0,3,14,6,0,0
"BT_4492",143,102,146,146,56,0,472,150,37
"BT_4493",52904.269,49698.692,46999.307,2484,1618,1237,1720,2762,1019
"BT_4494",10218.724,10027.636,8714.96,187,206,59,167,266,58
"BT_4495",177,155.997,161.024,28,9,26,47,0,0
"BT_4496",7153.38,5977,8192.976,1050,481,298,568,1399,849
"BT_4497",54.909,99,79,35,39,12,8,36,32
"BT_4498",184.29,218.177,181.08,60,36,27,1,39,39
"BT_4499",17877.818,21956.249,18365.626,551,260,160,437,351,418
"BT_4500",13479.021,10661,11051.345,749,142,131,504,346,201
"BT_4501",1121,1219,1332,169,35,39,31,268,100
"BT_4502",1190,1178,1270.31,1431,575,379,1206,332,450
"BT_4503",2168,2007,2176.69,904,418,381,820,1041,720
"BT_4504",5223,5173,5030,93,21,25,68,83,12
"BT_4505",366.685,435,496.622,27,8,0,28,10,28
"BT_4506",2978.004,3016.619,3057.681,144,72,101,107,350,206
"BT_4507",1533.555,1452.381,1774.697,217,28,25,67,176,31
"BT_4508",1916.009,2214,2123,559,160,161,155,240,147
"BT_4509",3627,4143,3683,3549,615,560,775,1565,1459
"BT_4510",917,991,1057,355,186,146,239,181,149
"BT_4511",91,86,127,24,0,0,6,22,0
"BT_4512",2192.484,2919,2581.496,980,446,310,106.458,231,203
"BT_4513",2018.516,1965,1550.504,171,69,67,63.542,229,80
"BT_4514",477,469.968,648,246,33,22,48,231,107
"BT_4515",222.682,111.508,208.498,25,13,3,77,178.161,12
"BT_4516",1364.318,1389.451,1832.6,307,138,105,497,231.839,102
"BT_4517",14455.532,12136.06,12195.438,2064,1242,992,1575,3082,1401
"BT_4518",1627.071,1624.02,1580.803,81,22,62,54,249,65
"BT_4519",807.136,1006.973,1035.611,53,12,32,33,126,11
"BT_4520",285.993,269,323.217,35,9,0,35,0,18
"BT_4521",10,4,7,10,0,0,22,9,0
"BT_4522",8,5,7,9,0,0,1,19,0
"BT_4523",105,98,112.406,13,0,13,9,27,9
"BT_4524",2,6,4.594,0,0,0,0,0,0
"BT_4525",178,88,93,53,22,39,776,120,28
"BT_4526",1232,1008.999,910.9,466,72,111,1414.84,572.601,488
"BT_4527",43.169,55.001,44.507,166.849,17,38,405.16,85.399,101
"BT_4528",225.831,195,204.593,217.151,40,75,323,69,41
"BT_4529",632.624,426.15,337.466,115.015,63,64,150.011,8.11,34.492
"BT_4530",15400.139,12981.257,14821.437,3427.36,1073,723,1704.989,2789.89,1358.508
"BT_4531",613.86,901.404,871.141,331.625,157,91,297,113,125
"BT_4532",163,165.872,244.1,147,29,21,103,41,57
"BT_4533",586,690,719,303.779,32,70,725,199,123
"BT_4534",522.246,292,390,49.225,10,0,242,105,122
"BT_4535",5992.325,6316.167,6592.557,1090,310,420,959,809,500
"BT_4536",413.688,525.312,646.193,112,32,0,99.594,67,59
"BT_4537",1452.257,1825.521,1822.908,483.787,57,107,491.406,280,361
"BT_4538",3314.074,4392.722,3980.567,332.213,89,97,221,312,253
"BT_4539",1428.5,1361.278,1748.976,59,53,10,16,177,2
"BT_4540",248.807,182,252.213,29,31,0,76,39,18
"BT_4541",119,75,90,69,5,0,108,53,11
"BT_4542",1690.368,847,859.584,29,1,0,580,96,19
"BT_4543",104.325,78,89,18,11,0,155,85,12
"BT_4544",44,45,39,8,0,0,0,0,0
"BT_4545",0,0,0,0,0,0,0,0,0
"BT_4546",106.223,72.492,60.606,12,0,0,33,14,25
"BT_4547",77.777,91.508,72.394,4,0,0,4,32,0
"BT_4548",40,46,34,12,7,10,0,0,0
"BT_4549",10,10,22,9,0,0,9,19,14
"BT_4550",67,46,65,46,21,0,71,26,14
"BT_4551",5470.014,4927,4863,433,135,155,505,465,190
"BT_4552",1436,1636,1574,762.42,281,242,624.14,350.503,303
"BT_4553",23646.299,26637.15,23833.489,2152,483,478,1640.86,1209.497,802
"BT_4554",4056.25,3188,3347.136,135,129,89,113,127,79
"BT_4555",3306.775,3859.857,3889.287,445.001,210.001,383,780.578,551,509
"BT_4556",965.244,1211.347,1334.481,198.999,114.999,19,86.422,63.987,60
"BT_4557",6674.085,6282.795,7491.102,1182,497,364,640,392.013,284
