"","GC124697","GC124698","GC124699","GC124700","GC124701","GC124702","GC124703","GC124704","GC124705","GC124706","GC124707","GC124708","GC124709","GC124710","GC124711"
"BT_2736",14376.566,51005.21,51045.367,10923.663,2876.15,3792.102,961.964,784.163,1118.116,523,597,990.837,331.554,1443.748,619.07
"BT_2737",33639.217,77807.159,85137.137,19747.298,6732.252,7689.248,1367.322,1143.431,1624.652,689,1020,1333.882,319.446,1591.013,709.93
"BT_2738",11885.889,37953.258,37590.215,9210.799,2899.401,4243.901,295.537,618.445,689.863,230,235,417,115,763.987,332
"BT_2739",16251.07,58334.901,61186.673,12843.92,3304.884,5039.933,1098.178,1374,1588,322,372,617,105,587,375
"BT_2740",195099.041,326408.892,370848.431,127813.549,90551.884,115059.225,12749,21135,23279,3793,4830,7584,2001,9043,3683
"BT_2741",121,655.415,3059.93,2074.13,888.183,955.262,6619.984,5438.824,6458.494,62,43,235,77,389,105
"BT_2742",14090.342,40429.057,70327.157,59695.045,22055.754,28285.374,50144.016,52371.195,82480.617,1305,1223,2335,490,2400,1173
"BT_2742a",3425.658,5474.703,11271.691,3288.825,2616.064,2676.364,616,736.998,803,115,131,276,82,398,90
"BT_2743",1701,2670,3125.008,2039,1497,1761,355,771,906,93,204,354,151,469,212
"BT_2744",405,335,786,423,349,341,30,30,31,22,13,28,0,17,0
"BT_2745",96,180,256,90,79,84,208,334.104,487,17,19,43,22,81,27
"BT_2746",54,108,116,38,35,27,21,31.896,59,37,22,13,0,95,28
"BT_2747",2508.877,5061.103,9328.901,2815.534,1478.142,1815.128,164,119,159.725,198,101,190,78,142,81
"BT_2748",80707.064,51225.897,77855.199,33194.866,30044.901,32501.964,984,1454,1666.275,478,542,602,23,327,129
"BT_2749",5658,4415,5342.404,6488,5391,6223,735,544,719,92,106,232,0,122,8
"BT_2750",10565.838,5286.12,4025.423,1688.42,1917,1947,19,122,59,26,32,71,0,26,28
"BT_2751",6579.123,5178.817,7307.056,4466.108,4334,4859.989,305,574,427,135,223,261,59,259,116
"BT_2752",21280,16932.347,20754.746,15702.472,15267,14347.173,2284,3159,3437,581,594,693,147,623,317
"BT_2753",54347.069,49231,54262.754,94061,75853,63788.475,2422,1709,2391,2072,1812,2348,387,1449,705
"BT_2754",923,1240,2282.011,2685,2247,2434,1292,1028,2231,129,267,331,141,648,321
"BT_2755",3835,8751.574,11284.013,18278,12464,15894,1773.093,2415,2834,1761,1582,3196,1727,7911,4628
"BT_2756",61279.829,27819.162,34613.595,285858.098,443917.204,347673.34,45858,52333,45076,9706,10172,10975,658,2958,1416
"BT_2757",3637.531,3992.083,4082.104,7695.114,6535.207,7591.175,52,176,75,37,26,31,49,67,48
"BT_2758",2590.469,2540.36,2595.435,5300.868,3171.829,3880.217,61,60,62,86,58,45,66,313,178
"BT_2759",12283,5072.913,6974.547,16124.832,18458.928,15706.528,5504,6761,5873,3188,3301,4560,504,3055,1131
"BT_2760",884,1641.087,2321.396,1922.168,1128.322,1700.47,152,318,226,75,152,260,160,743,489
"BT_2761",5508.005,4134,5020.207,2564,2318.75,2611.002,487,752.024,1032,42,166,190,38,179,96
"BT_2762",3000.995,6830.621,6954.325,40769.689,22031.006,27103.781,23807,23076.976,32878,697,852,1043,238,1077,354
"BT_2764",2,11,6.182,4,1,5,8,0,0,0,0,0,0,0,0
"BT_2765",39,29,54,36,27,34,49,71,71,74,44,38,0,27,20
"BT_2766",0,6,9,1,2,7,15,0,4,0,0,0,0,0,0
"BT_2767",9,10,17,9,2,17,8,12,44,0,0,36,0,0,9
"BT_2768",40,29,88,126,118,132,94,153,141,44,83,54,13,32,2
"BT_2769",43,84,128,113,78,116,159,71,184,0,8,15,16,86,11
"BT_2770",14,17,25,15,35,23,1,19,27,0,7,0,11,0,0
"BT_2771",149,147,231,178,145,160,138,75,177,25,20,6,0,21,24
"BT_2772",81,102,155,122,86,81.019,85,28,72,0,7,18,0,9,0
"BT_2773",0,6,8,12,2,3.981,34,5,8,25,0,0,0,24,0
"BT_2774",13,23,47,97,52,41,87,82,235,0,0,0,10,23,5
"BT_2775",3033,4510,6402.017,3733,3236,3938.05,608,997,919,240,299,304,37,299,149
"BT_2776",767,631.551,934.962,922,873,1070.594,85,79,121,38,30,70,22,67,52
"BT_2777",619,660.449,1824.038,2986.005,2435,2116.406,972,913,1543,170,171,231,22,161,78
"BT_2778",35,5,29,15,9,10,59,20,39,0,9,3,0,18,0
"BT_2779",9,10,17,3,8,2,6,0,9,0,11,24,0,0,0
"BT_2780",75,70,62,17,4,28,9,0,6,0,0,0,0,9,0
"BT_2781",4417,8764.18,13333.369,5263,3037,3572,1291,1568,1609,340,338,589,109,817,393
"BT_2782",9098.374,7967.034,16740.121,6001.524,4960.086,3970,471,471.035,648.001,575,430,536,130,531.996,295
"BT_2783",2113.86,2671.966,4948.697,3968.476,3023.914,2775,1281,1476.965,1704.999,71,58,69,0,112.004,30
"BT_2784",167,408,611.822,1047,488,733,536,825,829,33,50,52,29,95,38
"BT_2785",56,69,122.178,473,303,461,71,155,316,0,33,77,9,158,56
"BT_2786",49281,35489,62938.692,7530,7045,9278.521,267,798,275,137,106,431,20,272,176
"BT_2787",15730,38615,40364.025,14727,6682,8546,975,1164,1487,552,513,930,255,1487,618
"BT_2788",1164,807,1119.442,478.001,569.56,365,103,89,128,29,72,91,9,58,46
"BT_2789",627,452,1049.558,1057.999,1050.44,831,407,405,622,50,40,79,59,36,37
"BT_2790",57008.796,136927.227,167361.301,80952.822,31147.985,42182,19474,23066,30044,5372,6437,11730,3621,14503,7041
"BT_2791",370,845,1026,414,121,157,11,27,13,23,53,0,0,15,25
"BT_2792",237,192,334,445,357.182,390,176,312,418,17,20,29,0,17,17
"BT_2793",826,425,575,384,555.818,336,63,115,36,12,73,42,14,29,11
"BT_2794",82,53,189,67,48,51,26,25,22,0,0,0,0,27,0
"BT_2795",189,154,302,177,101,154,26,25,64,30,8,58,0,20,19
"BT_2796",7002,9557.998,14034.462,9505.118,6326.927,6894.85,263,208,328,248,158,322,40,251,183
"BT_2797",10497,14595,26855.543,70099,70093.875,58967.922,39649,33985,38907,4764,4843,4801,559,2689,1098
"BT_2798",17329,15873.994,22997.357,42798.861,39344.799,43156.455,4591,6076,6781,1524,1439,2878,567,2153,1075
"BT_2799",4992,4994.006,8908.818,6190.139,4416.201,4502.545,404,754,628,55,96,142,30,210,60
"BT_2800",356,593.908,802.712,396.688,227.097,354.588,16,32,34,0,9,38,12,83,12
"BT_2801",462.991,724.092,2053.91,3884.312,2305.903,2667.326,1603,2049,2623,247,249,200,14,142,75
"BT_2802",336,254,455,263,112,225,45,82,104,0,8,16,0,0,6
"BT_2803",270,198,302.176,122,100,96,49,42,82,15,3,10,0,5,38
"BT_2804",108,82,158.323,61,84,77,5,2,24,0,5,31,0,2,0
"BT_2805",39,153,228.389,28,13,26,20,11,32,0,8,12,0,10,0
"BT_2806",50,72,113.288,66,40,52,1,8,51,0,23,0,0,0,0
"BT_2807",43,85,96,13,16,35,7,4,31,0,0,0,0,0,11
"BT_2808",8,36,47,18,11,15,56,25,39,23,0,0,30,0,0
"BT_2809",139,84,126,200,159,162,43,13,26,28,1,25,12,0,0
"BT_2810",27332.602,26460.036,33477.732,3174.211,2323,2190,214,414,501,86,202,177,41,255,121
"BT_2811",71759.604,69239.1,76767.482,9675.789,6179,7440.049,383,568,519,174,259,300,28,294,123
"BT_2812",80020,69137,85459.414,23521,19955,26844.951,4115,5483,5117,222,330,447,88,522,301
"BT_2813",61,44,40,27,42,50,34,17,26,0,3,35,0,0,12
"BT_2814",6,3,18,19,11,8,10,3,16,0,0,27,0,0,13
"BT_2815",4320,2594,4457.472,7353,9205.707,7841,431,873,696,93,160,275,62,160,86
"BT_2816",20554,22527,24065.046,12430,8824.14,11670,533,1346,1273,463,392,659,249,1117,558
"BT_2817",6253.683,7067,8172.842,4245,3058.86,4271.022,77,183,119,150,260,359,199,956,435
"BT_2818",9576,13341.327,15190.831,217,141,187,37,66,58,11,7,33,0,50,0
"BT_2819",450,956.482,1347.909,16,10,15,9,14,18,0,8,0,0,0,0
"BT_2820",2051,2286.191,2736.556,112,64,89,39,43,15,0,0,20,0,10,0
"BT_2821",482,905,1146.811,41,22,40,11,4,3,0,0,0,0,0,8
"BT_2822",386,703,993.539,50,12,42,4,26,25,0,0,12,0,4,4
"BT_2823",660,843,1121.365,215,182,163,29,23,67,27,20,34,0,31,0
"BT_2824",227,284,708,12,7,34,0,20,6,0,0,6,0,0,0
"BT_2825",39,106,94.004,0,11,9,0,1,20,0,0,20,0,0,0
"BT_2826",9789,6946,9926.101,6875,7089,7243,591,882,754,198,170,210,36,102,97
"BT_2827",17138,21507,31989.506,26593,17397.269,21456.755,1648,2530,2470,2393,2623,4725,2254,10168,4016
"BT_2828",580,1371,2445.78,1984,1335,1374,258,353,356,0,24,82,46,113,57
"BT_2829",16158,17387.366,29586.903,15746.119,11826.156,12354.109,2139.021,2492,2942,1447,1434,3052,1007,3819,1698
"BT_2830",17030,13807.022,18373.277,12257.881,9660.844,11746.891,2971.979,4496,3558,1443,2698,3335,756,3642,1199
"BT_2831",653,2382,3749.472,3185.052,1302.404,1744.724,105,175,250,21,5,23,19,71,23
"BT_2832",983,2406,3018.089,2620.606,1318.596,1739.942,60,45,89,54,0,20,10,22,5
"BT_2833",194,963,1118.186,949.74,355.13,521.028,19,12,6,11,0,24,0,0,24
"BT_2834",4350,6405,5835.743,6539.602,4326.288,5560.306,932,2067,1755,2520,3552,4831,1088,4039,2219
"BT_2835",222286.941,153358,160637.03,46024,35113.112,42889,1176,1699,1908,618,640,975,118,1023,362
"BT_2836",24224.668,23992.432,29945.209,12446.184,12081.147,15363.93,890,1638,1254,486,639,1194,217,1466,672
"BT_2837",9620.332,10389.353,12422.791,6024.406,4421.857,4868.001,206,261,243,338,377,614,291,1265,450
"BT_2838",12572.881,11448.866,13985.159,5542.812,4515.115,4988.163,139,108,173,206,132,212,46,180,153
"BT_2839",4179.119,4148.134,4909.841,1962.188,1463.885,2015.837,43,117,100,57,31,24,10,49,36
"BT_2840",20563.33,15809.618,26454.137,24695.704,25460.257,28790.992,418.904,596.007,615.671,174,273,363.592,87,320,127.721
"BT_2841",90559.198,77438.917,92330,65556.076,54679.897,59586.315,2546.096,2976.478,3411.738,924,962,1352.408,113,810,403.279
"BT_2842",8271.473,13410.819,16177.219,6845.219,4681.003,5854.734,396,408.515,566.591,38,78,84,18,78,30
"BT_2843",1933,2447,2792.035,2295,1903,2170,527,721,581,107,62,89,16,30,113
"BT_2844",38883,77121.787,82669.99,66335.553,27366,35787.265,5392,5914,8290,956,1528,2945,839,4609,1926
"BT_2845",1407.056,2112,4062.171,2364.893,1116.139,1717.549,353,898,731,21,20,49,0,64,29
"BT_2846",31662.944,15822,20460.981,9670.986,10334.861,10264.352,193,277,279,117,238,220,0,183,75
"BT_2847",367,684,1129,198,131,201,19,99,77,0,18,20,0,40,9
"BT_2848",52,130,201,50,78,82,4,95,37,42,16,0,0,23,24
"BT_2849",29,28,43,36,19,47,11,3,0,0,0,0,0,27,3
"BT_2850",1083,2102,3462.324,1578,688,1055,216,392,426,37,36,35,100,262,111
"BT_2851",265,142,274.299,136,146,219,66,30,35,0,0,19,0,66,0
"BT_2852",715,558,638.701,495,564,602,152,167,122,72,101,92,0,85,48
"BT_2853",24,14.003,19.069,23,22,22,4,44,8,0,0,42,0,22,0
"BT_2854",1507,1296.997,1720.042,1686,1414,1404,547,605,1012,118,181,176,100,156,80
"BT_2855",109,113,210,303,223,256,187,180,168,17,12,26,0,17,9
"BT_2856",7,12,16,15,4,4,21,0,0,0,0,0,0,4,10
"BT_2857",26,30,43,20,21,10,5,1,9,0,0,0,26,0,7
"BT_2858",39,80,84,144,112,112,32,53,33,0,2,23,0,17,0
"BT_2859",129,235,354.302,66,54,39,5,42,62,0,0,5,11,20,15
"BT_2860",4434,3964,7250.767,1696,1479,1473,262,324,332,74,38,50,0,27,70
"BT_2861",144,157,259,173,138,140,0,9,29,3,0,4,0,53,2
"BT_2862",129,149,134.654,132,117,115,40,63,111,25,5,31,0,25,0
"BT_2863",37,20,23.346,18,13,22,0,3,3,32,0,9,0,0,0
"BT_2864",2,19,26,7,7,7,11,6,3,10,29,6,0,0,0
"BT_2865",61,29,46,42,31,33.433,16,18,25,0,0,0,11,30,13
"BT_2866",60,114,145,145,120,121.567,22,19,15,0,22,0,0,0,0
"BT_2867",20,14,19,34,25,12,14,18,11,0,17,40,0,0,14
"BT_2868",2,9,17,8,16,3,4,3,11,0,0,0,0,0,0
"BT_2869",17,16,23.365,8,14,4,20,17,13,0,17,0,0,9,9
"BT_2870",8,28,48.635,30,22,28.597,38,22,38,0,0,0,0,13,8
"BT_2871",12,57.288,75,118,44.672,55.89,10,33,25,0,0,12,0,0,18
"BT_2872",53,66.712,46,201,106.328,85.513,35,5,58.543,0,0,0,0,0,0
"BT_2873",22,20,42,20,30,32,23,9,35.457,0,12,8,0,0,0
"BT_2874",5,8,20,22,37,15,23,0,40,0,4,0,0,16,0
"BT_2875",7,9,31,13,3,3,6,0,0,0,3,0,0,0,0
"BT_2876",19,60,47.74,78,54,67.455,31,17,12,0,11,2,0,7,0
"BT_2877",6,7,14.26,23,2,3.545,9,5,20,0,0,0,0,0,0
"BT_2878",14,31,40,28,12,14,28,10,20,20,0,28,0,7,0
"BT_2879",36,53,46.578,72,58,40,12,19,25,0,0,22,0,0,0
"BT_2880",42,12,34.422,35,26,35,13,12,6,0,16,11,0,0,0
"BT_2881",4,27,26,93,49,51,46,14,37,0,0,0,0,6,0
"BT_2882",8,18,22,34,14,13,8.365,8,6,0,0,0,0,8,0
"BT_2883",2,4,19,42,29,12,29.635,44,55,0,0,0,0,9,0
"BT_2884",3,0,25,27,12,7,21,6,30,0,0,0,0,0,10
"BT_2885",28,38,35,29,14,38,18,37,42,0,7,9,0,17,9
"BT_2886",20,5,27,25,29,38,23,32,40,0,17,0,0,6,0
"BT_2887",18,22,19,54,31,14,28,12,46,16,11,0,0,3,4
"BT_2888",35,14,26,14,17,23,33,3,42,28,26,15,0,1,0
"BT_2889",2,1,1,16,9,1,4,11,13,0,13,0,0,0,0
"BT_2890",23,45,89,237,150,176,92,59,100,0,8,14,25,0,0
"BT_2891",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT_2892",340.894,281,513.52,2488,2704,1905.039,329,194,366,60,70,30,0,43,37
"BT_2893",76.106,137,121.48,206,107,126,48,101,117,42,12,36,0,37,12
"BT_2894",78,152,176,176,93,137,97,58,94,0,0,33,0,14,0
"BT_2895",24,54,84,79,108,136,38,75,51,32,0,23,0,0,8
"BT_2896",21,69,93,84,39,74,15,43,73,0,0,0,14,12,0
"BT_2897",293,415,597,532,426,477,237,177,322,22,29,41,7,65,22
"BT_2898",272,228,357.001,475,312,267.335,105,71,103,19,4,20,0,16,9
"BT_2899",456,825,980.001,1005,529,617.665,250,244,302,65,37,51,0,90,36
"BT_2900",17,3,22,9,9,9,8,14,12,0,0,0,0,17,0
"BT_2901",43,37,63.006,85,128,101,18,32,16,0,0,21,0,8,0
"BT_2902",62,49,55.994,68,64,74,40,8,61,0,3,7,0,9,14
"BT_2903",22,28,123,193,169,162,112,40,149,0,0,11,0,32,0
"BT_2904",50,49,70,25,35,34,85,32,78,26,6,10,11,7,0
"BT_2905",56,51,159,156,97,119,35,78,108,0,8,23,0,80,3
"BT_2906",44,107,99.42,84,58.327,61,0,20,18,0,2,21,0,7,9
"BT_2907",70,127,114.58,147,122.673,102,61,82,126,25,10,26,15,39,0
"BT_2908",66,180,275.863,210,75,112,130,95,286,21,9,98.064,6,73,32
"BT_2909",108,282,675.907,103,81,63.072,119,116,154,0,51,101.936,0,49,35
"BT_2910",251,910,1203.229,659,318,248.928,329,356,874,72,6,62,0,84,54
"BT_2911",2058,943,1384,3695,4562,3347,1044,732,926,370,362,268,54,51,7
"BT_2912",263,429.007,833.232,768.655,452,414,611,479,635,12,44,36,0,134,8
"BT_2913",102,167.993,296.768,361.437,171,145,123,93,169,29,13,13,0,8,18
"BT_2914",229,164,284,221,203,147,123,90,73,0,25,24,0,32,26
"BT_2915",13,38,102,79,45,68,2,38,39,0,0,0,0,0,0
"BT_2916",18,90,190,97,66,95,6,39,44,0,6,16,0,25,14
"BT_2917",49,39,69,48,31,17,11,23,27,0,13,30,0,11,0
"BT_2918",37,82,175,308,172,125,182,178,298,6,0,12,10,44,26
"BT_2919",21,62,69,55,28,29,24,9,69,0,9,0,0,0,0
"BT_2920",65,133,204.998,111,79.085,73,61,85,61,6,10,16,29,23,22
"BT_2921",230,212,321.651,238,269.915,286,193,183,230,43,64,128,34,98,31
"BT_2922",460,621,1060.351,1123,904,661,540,445,447,45,25,54,8,78,10
"BT_2923",2713,4800,8857.245,6454.058,3478,3535.959,1307,1417,1650.055,303,388,591,174,953,372
"BT_2924",23279.492,20697,28890.185,75234.942,72812.608,75498.582,33291,35704,37401.945,10377,13582,14434,2324,8676,4476
"BT_2925",976,314,635,576,752.001,745,439,312,570,1190,760,1939,183,1298,561
"BT_2926",678.423,613.293,1398.702,2513.564,2009.658,1792.05,482.725,349.805,651.902,290.29,342.175,487.607,111,437.475,194.047
"BT_2927",1298.577,1543.707,3587.305,9817.436,5343.341,4933.95,4651.275,3858.195,5855.098,944.71,701.825,845.393,163,1122.525,494.953
"BT_2928",191,78,140,279,340,237,144,85,107,47,33,83,0,75,0
"BT_2929",194,184,256.513,387,335,287,135,150,190,28,79,50,13,20,13
"BT_2930",280,210,315.487,215,200,250,80,58,54,84,43,56,0,16,0
"BT_2931",0,1,3,7,0,0,0,0,0,0,0,0,0,0,0
"BT_2932",659,1953,3635,2726,1656,1939,1110,1477,1850,195,216,250,76,215,88
"BT_2933",28266.004,24645,27382,21508,15921.979,17907.406,743,1469,1226,874,1120,1320,172,896,530
"BT_2934",10150,6759.613,8980.83,7732.004,10606.543,9341.577,201,333,339,108,86,178,6,59,0
"BT_2935",3568.26,3310.058,4194.117,2450.153,2026.457,2329.241,9,34,24,47,17,22,0,8,24
"BT_2936",1856.03,2714.674,3208.601,1472.843,1078.721,1402.167,24,25,23,13,12,20,0,15,0
"BT_2937",4534.706,3571.655,6032.045,5342,5760.279,5444,395,590,479,125,150,125,9,22,0
"BT_2938",1363,1577,2402.853,1051,718,918,13,13,23,0,13,4,0,4,0
"BT_2939",46,35,23,72,66,66,52,52,23,15,0,0,0,25,27
"BT_2940",14,96,91.567,31,19,36,0,25,0,0,11,0,0,0,7
"BT_2941",309,207,215.433,649,594,597,180,305,217,130,157,185,24,93,43
"BT_2942",67,43,42,112,137,138,44,101,68,22,6,68,0,11,8
"BT_2943",786,778,1330,1594,1592,1515,563,690,436,103,178,295,47,164,49
"BT_2944",2945.984,4091.256,5356.098,2401.712,1388.109,1855.244,122,266,275,109,124,241,22,136,72
"BT_2945",17819.016,15220.744,17222.331,15111.288,12885.883,15293.756,1374,2174,2435,300,288,416,91,395,201
"BT_2946",16931,13130.654,22142.469,24784.694,23021.498,25057.545,4960,7874,7783,793,713,1066,151,810,366
"BT_2947",1867,2392.714,2436.754,1512.306,1206.502,1515.474,27,96,99,0,18,92,43,76,14
"BT_2948",371,581.071,841.602,120,117,164,11,24,23,7,5,16,0,24,11
"BT_2949",407,392.929,544.198,127,106,107,9,36,18,0,21,5,0,10,11
"BT_2950",167,181,363.802,127,114,124,8,2,26,0,0,14,0,0,0
"BT_2951",151,372.458,468.755,193,177,197,0,20,37,0,0,28,0,0,12
"BT_2952",822,1730.953,2097.71,578,442.069,485.122,110,120,147,19,25,28,0,47,48
"BT_2953",2473,1350.589,2039.531,1268,1459.931,1390.878,72,218,157,13,13,13,0,4,5
"BT_2954",0,0,1.004,0,2,0,0,0,0,0,0,0,0,7,0
"BT_2955",24,58,54,34,23,20,52,28,14,25,0,3,0,0,0
"BT_2956",2,19,24,2,3,6,0,8,0,0,0,0,0,0,0
"BT_2957",43,58,96,411,285,238,162,122,191,9,0,20,7,34,0
"BT_2958",1086,1332,2056.659,1908.956,2037,2124,482,556,411.32,156,171,173,22,173,122
"BT_2959",1600,1989,2561.341,7227.044,6362,5740,862,812,1343.68,190,212,162,51,161,40
"BT_2960",2,2,4,2,0,1,0,0,5,0,0,0,0,0,0
"BT_2961",307,327,645,1259,897,897,446,408,664,71,116,141,23,208,69
"BT_2962",4,0,0,2,0,5,0,0,0,0,0,0,0,0,0
"BT_2963",446,448,614.865,952.951,903,897,104,113,116,25,17,36,18,4,3
"BT_2964",163,186,304.135,360.049,335,371,136,149,152,58,47,13,0,2,21
"BT_2965",17,22,45,127.508,53,114,87,141,83,0,9,16,0,5,0
"BT_2966",25,97,114,246.492,128,113,135,149,187,22,0,0,0,19,6
"BT_2967",66,155,272.591,305,224,285,126,150,227,0,11,7,5,27,13
"BT_2968",67,137,124.409,70,86,69,51,47,53,0,32,6,7,12,0
"BT_2969",174,235,219,151,143,115,32,61,64,52,29,40,7,0,11
"BT_2970",146,245,430,82,68,74,11,42,49,8,0,13,0,13,6
"BT_2971",1329,2399,4644,4227,2489,2443,912,698,1281,123,119,200,44,228,123
"BT_2972",4362,6619,8351.078,1472,835,1147,55,43,59,97,3,45,14,29,13
"BT_2973",1341,1732,1343.266,77,31,31,0,18,12,0,0,0,0,3,0
"BT_2974",400,302,422.422,34,63,81,3,0,0,0,0,0,0,0,0
"BT_2975",728,567,1374.088,2061,1844,1659,3241,3074,3713,746,706,761,105,1012,600
"BT_2976",4757.035,13018.943,17495.441,19012.756,7649.795,10775.672,493.999,880.155,1155.638,129,114,313,118,415.087,162.257
"BT_2977",15593.965,34767.083,39206.62,13509.244,4544.205,7475.328,264.001,529.845,490.362,113,230,367,126,665.913,331.743
"BT_2978",2461.749,3231.578,4151.484,2404.485,1578.495,1806.763,749,1105.3,1188,386,585,623,175,580,238
"BT_2979",2822.251,2249.422,2451.516,739.515,513.505,693.237,36,58.7,49,0,34,17,5,31,18
"BT_2980",982,1360,1992,414,295,372,104,93,88,38,12,65,7,48,17
"BT_2981",116,219,462.435,545.866,241,343,170,147,229,0,22,54,0,13,5
"BT_2982",68,124,189.001,160.134,106,88,0,12,47,0,10,0,0,21,0
"BT_2983",85,130,141,25,30,53,5,27,25,0,0,19,0,35,31
"BT_2984",47,42,43,176,133,92,28,16,13,0,0,7,0,23,12
"BT_2985",0,0,4,0,2,0,0,0,0,0,8,0,0,0,0
"BT_2986",30,12,24,4,6,28,0,2,0,0,0,0,0,0,0
"BT_2987",1655,1716.691,2120.942,1311.037,747.212,749.911,30,56,86,48,54,68,43,151,102
"BT_2988",3032,2317.792,2738.062,831.008,372.303,533.866,64,25,54,96,45.002,47,38,266,69
"BT_2989",3122,3320.516,5048.997,2243.955,907.486,1149.224,135,108,140,163,150.998,324,154,796,318
"BT_2990",880,2162,3544.994,795,808,946,171,350,252,0,28,37,25,80,55
"BT_2991",22,59,134.006,48,38,26,72,21,53,0,0,24,0,59,36
"BT_2992",18,19,18,20,32,29,6,9,18,0,3,7,0,20,6
"BT_2993",9,2,5,1,0,1,0,6,0,0,0,0,0,10,0
"BT_2994",6,19,4,6,0,0,9,0,4,0,6,0,0,0,0
"BT_2995",86,33,62,84,120,190,0,14,12,0,3,8,0,0,4
"BT_2996",11,8,7,6,18,2,5,8,0,8,0,0,0,16,0
"BT_2997",8493.127,12024.193,24315.876,5673.824,4694.938,5187.642,453,413.573,494.261,25,19,45,0,27,13
"BT_2998",2404.873,4305.799,8124.348,1458.176,1050.062,962.299,168,112.537,234.739,17,21,54,22,33,16
"BT_2999",2677,4456.351,6821.863,1926,923,983.1,162,178.89,191,96,36,79,9,81,13
"BT_3000",702,1687,1841.93,453,211.349,254.263,0,17,15,0,15,0,0,4,8
"BT_3001",7734,15104,20298.201,6939,4581.651,5138.737,247,476,673,29,80,160,41,151,87
"BT_3002",1207,960,1700,352,359,340,27,50,27,11,0,26,0,0,0
"BT_3003",10078,11432,16436.123,5072,2066,2580,382,352,592,187,82,290,34,307,93
"BT_3004",2917,2807,3821,4030,4102,4233,1152,1384,1312,472,398,510,63,206,52
"BT_3005",1808,2119,2302,1597,1396,1665,54,190,83,37,46,46,28,47,10
"BT_3006",2022,1650,2293,1778,2460,2631,65,93,72,10,21,8,0,11,11
"BT_3007",689,1055,1860.334,1707,1053,1322,220,427,531,26,76,94,56,64,39
"BT_3008",124,377,473.688,484,177,269,13,49,25,0,7,27,0,18,4
"BT_3009",9755,4964,7361,5618,6605.493,4721,1202,1199,1385,407,475,595,97,379,170
"BT_3010",606,1154,2054,1068,618,583,232,154,217,47,35,4,0,11,6
"BT_3011",318,439.129,620,220,193,294,72,145,165,90,16,61,0,21,2
"BT_3012",233,565.095,756,116,125,155,60,78,74,0,16,24,0,16,10
"BT_3013",88,223.776,227,61,44,68,11,19,10,0,2,0,24,12,31
"BT_3014",18,46,54,6,2,5,15,12,3,0,0,0,0,0,0
"BT_3015",515,418,466.007,78,74,99,18,13,8,12,0,0,0,29,0
"BT_3016",3,17,16,13,5,1,3,12,4,0,0,0,0,0,0
"BT_3017",13,6,5,4,6,7,0,4,2,0,0,0,0,0,4
"BT_3018",11874,7572,9149.159,10476,11820.018,12616,1193,2419,1813,395,646,694,33,218,128
"BT_3019",1645,1465,2209.149,3750,3452,4106.61,549,1163,1209,261,180,155,0,78,67
"BT_3020",497,552,851,1239,1074,998,482,348,465,103,73,142,0,28,4
"BT_3021",2466,2154,2829.023,3953,3616,4199,1034,2414,1910,854,841,1193,116,436,236
"BT_3022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT_3023",2814,2842,3501.017,1514,1265,1338,298,492,485,288,314,365,112,412,170
"BT_3024",1158,2062,2486.783,826,795,686,133,179,145,27,42,24,0,0,12
"BT_3025",153,83,250.294,169,198,219,115,127,120,6,32,7,0,5,19
"BT_3026",33,66,113,29,34,34,0,16,16,0,0,17,0,0,0
"BT_3027",22,42,85,31,49,53,92,138,147,16,12,18,10,38,4
"BT_3028",236,156,198.882,131,142,154,46,41,36,0,10,2,14,5,0
"BT_3029",631,955,1170,309,207,309.013,29,104,39,31,2,8,15,9,18
"BT_3030",136,207,311,89,86,128.987,29,59,24,0,22,0,0,8,9
"BT_3031",2271,5265,8770.629,1315,952,984,262,294,460,9,49,95,0,117,16
"BT_3032",2838,8745,11486.944,4411,2236,3422.34,244,637,739,93,50,55,0,131,38
"BT_3033",37963,27240.805,33088.78,19759.125,17777.1,21488.729,2030,3638.469,3629.47,1068,1281,1876.5,227,1331,510
"BT_3034",2850,3852.013,4941.774,4677.831,3300.775,4881.375,132,174.531,260.53,38,46,100.5,20,131,50
"BT_3035",4451,5507.182,7664.764,4349.045,2397.258,3413.764,96,238,89,152,207,323,137,689,211
"BT_3036",442,1506,2038.661,595,334.466,550,162,144,135,82,81,119,44,57,62
"BT_3037",3794.278,2056,5755.089,2866.786,3121.739,3601.648,225.998,372,334,49,65,40,8,39,15
"BT_3038",5141.722,2135,2830.695,2542.214,3281.261,3578.352,190.002,552,329,113,167,203,7,66,58
"BT_3039",1051,1253,1311,433,418.012,488,8,95,97,11,6,31,0,25,5
"BT_3040",752,1731,2000.184,895,471.405,799,55,210,176,16,42,74,12,29,29
"BT_3041",1367,985,1389.971,430,373.595,401,31,42,65,0,12,72,30,69,63
"BT_3042",441,292,567,268,201,182,42,36,58,39,0,29,0,21,0
"BT_3043",2357,969,1401,2472,2751,2673,748,1284,750,286,330,213,41,166,47
"BT_3044",53,46,73,77,77,73,99,123,135,31,74,59,14,31,0
"BT_3045",168,255,370,298,139,142,22,20,26,76,26,19,0,56,0
"BT_3046",116,204,290,159.266,124,120,67,42,72,22,1,13,0,48,16
