Rowname,Exp,Replicate,Mucin,Species.combi,T0h,T4h,T6h,T8h,T10h,T12h,T14h,T16h,T20h,T24h,T28h,T32h,T36h,T38h,T40h,T42h,T44h,T48h,T56h,T60h,T72h,T86h,T96h,T120h,T144h,T156h,T168h,T192h,T216h,T240h,T264h,T288h
BT_WC1_rep1_OD,BT_batch_WC1,1,No,BT,0.008,0.041,0.137,0.388,0.721,0.843,0.914,0.932,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC1_rep2_OD,BT_batch_WC1,2,No,BT,0.014,0.045,0.149,0.394,0.699,0.837,0.913,0.933,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC1_rep3_OD,BT_batch_WC1,3,No,BT,0.014,0.046,0.151,0.403,0.713,0.843,0.923,0.938,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC1_rep4_OD,BT_batch_WC1,4,No,BT,0.012,0.043,0.144,0.391,0.702,0.852,0.914,0.923,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC1_rep5_OD,BT_batch_WC1,5,No,BT,0.005,0.044,0.144,0.407,0.713,0.842,0.914,0.921,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC1_rep6_OD,BT_batch_WC1,6,No,BT,0.006,0.045,0.161,0.432,0.715,0.843,0.918,0.918,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC1_rep1_pH,BT_batch_WC1,1,No,BT,6.77,6.64,6.55,6.27,5.68,5.26,5.14,5.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC1_rep2_pH,BT_batch_WC1,2,No,BT,6.77,6.63,6.55,6.17,5.6,5.26,5.13,5.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC1_rep3_pH,BT_batch_WC1,3,No,BT,6.77,6.63,6.55,6.17,5.64,5.25,5.08,5.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC1_rep4_pH,BT_batch_WC1,4,No,BT,6.74,6.63,6.51,6.14,5.64,5.26,5.08,5.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC1_rep5_pH,BT_batch_WC1,5,No,BT,6.81,6.63,6.52,6.22,5.6,5.22,5.13,5.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC1_rep6_pH,BT_batch_WC1,6,No,BT,6.85,6.68,6.56,6.14,5.55,5.22,5.13,5.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC1_rep1_Glucose_mM,BT_batch_WC1,1,No,BT,6.23,6.01,6.04,5.27,3.55,2.25,0.85,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC1_rep2_Glucose_mM,BT_batch_WC1,2,No,BT,6.27,6.35,5.67,5.06,3.6,2.22,0.87,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC1_rep3_Glucose_mM,BT_batch_WC1,3,No,BT,6.35,6.11,5.84,5.17,3.5,2.24,0.88,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC1_rep4_Glucose_mM,BT_batch_WC1,4,No,BT,6.29,6.18,5.7,4.89,3.69,2.21,0.91,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC1_rep5_Glucose_mM,BT_batch_WC1,5,No,BT,6.25,6.25,6.04,4.97,3.71,2.17,0.87,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC1_rep6_Glucose_mM,BT_batch_WC1,6,No,BT,6.17,6.2,5.95,5.15,3.57,1.97,0.87,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC1_rep1_Pyruvate_mM,BT_batch_WC1,1,No,BT,10.11,9.82,10.02,9.97,8.97,7.6,4.49,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC1_rep2_Pyruvate_mM,BT_batch_WC1,2,No,BT,10.19,10.31,9.5,9.63,9.07,7.42,4.49,2.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC1_rep3_Pyruvate_mM,BT_batch_WC1,3,No,BT,10.26,9.84,9.68,9.76,8.81,7.42,4.46,2.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC1_rep4_Pyruvate_mM,BT_batch_WC1,4,No,BT,10.19,10,9.51,9.31,9.24,7.36,4.61,2.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC1_rep5_Pyruvate_mM,BT_batch_WC1,5,No,BT,10.11,9.84,9.98,9.48,9.34,7.17,4.44,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC1_rep6_Pyruvate_mM,BT_batch_WC1,6,No,BT,9.97,9.84,9.82,9.81,9,6.53,4.29,2.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC1_rep1_Succinate_mM,BT_batch_WC1,1,No,BT,0.44,0.48,0.76,1.58,2.83,4.47,5.14,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC1_rep2_Succinate_mM,BT_batch_WC1,2,No,BT,0.46,0.52,0.72,1.54,2.87,4.35,5.16,6.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC1_rep3_Succinate_mM,BT_batch_WC1,3,No,BT,0.45,0.5,0.75,1.57,2.8,4.38,5.17,6.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC1_rep4_Succinate_mM,BT_batch_WC1,4,No,BT,0.45,0.51,0.72,1.48,2.92,4.35,5.39,5.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC1_rep5_Succinate_mM,BT_batch_WC1,5,No,BT,0.44,0.51,0.78,1.56,3.06,4.42,5.55,5.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC1_rep6_Succinate_mM,BT_batch_WC1,6,No,BT,0.43,0.52,0.79,1.66,3.02,4.12,5.6,5.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC1_rep1_Lactate_mM,BT_batch_WC1,1,No,BT,0.45,0.43,0.45,0.51,0.91,2.22,2.84,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC1_rep2_Lactate_mM,BT_batch_WC1,2,No,BT,0.47,0.46,0.43,0.5,0.95,2.21,2.89,3.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC1_rep3_Lactate_mM,BT_batch_WC1,3,No,BT,0.46,0.44,0.44,0.52,0.93,2.25,2.9,3.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC1_rep4_Lactate_mM,BT_batch_WC1,4,No,BT,0.46,0.44,0.43,0.49,0.97,2.23,3.01,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC1_rep5_Lactate_mM,BT_batch_WC1,5,No,BT,0.44,0.44,0.45,0.5,1.04,2.29,3.11,3.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC1_rep6_Lactate_mM,BT_batch_WC1,6,No,BT,0.43,0.44,0.44,0.54,1.07,2.18,3.21,3.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC1_rep1_Formate_mM,BT_batch_WC1,1,No,BT,1.09,1.1,1.27,1.87,2.18,2.34,2.08,1.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC1_rep2_Formate_mM,BT_batch_WC1,2,No,BT,1.13,1.2,1.24,1.84,2.26,2.35,2.08,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC1_rep3_Formate_mM,BT_batch_WC1,3,No,BT,1.09,1.09,1.23,1.84,2.15,2.34,2.06,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC1_rep4_Formate_mM,BT_batch_WC1,4,No,BT,1.09,1.15,1.22,1.74,2.27,2.35,2.14,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC1_rep5_Formate_mM,BT_batch_WC1,5,No,BT,1.07,1.14,1.29,1.85,2.31,2.35,2.18,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC1_rep6_Formate_mM,BT_batch_WC1,6,No,BT,1.06,1.11,1.3,1.91,2.23,2.18,2.18,1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC1_rep1_Acetate_mM,BT_batch_WC1,1,No,BT,1.82,1.93,2.46,3.84,5.42,7.91,9.17,10.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC1_rep2_Acetate_mM,BT_batch_WC1,2,No,BT,1.88,2.08,2.4,3.7,5.47,7.75,9.19,10.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC1_rep3_Acetate_mM,BT_batch_WC1,3,No,BT,1.86,1.98,2.43,3.74,5.29,7.78,9.19,11.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC1_rep4_Acetate_mM,BT_batch_WC1,4,No,BT,1.87,1.99,2.38,3.59,5.59,7.77,9.58,10.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC1_rep5_Acetate_mM,BT_batch_WC1,5,No,BT,1.8,1.93,2.44,3.71,5.75,7.86,9.78,9.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT_WC1_rep6_Acetate_mM,BT_batch_WC1,6,No,BT,1.77,1.96,2.46,3.89,5.59,7.33,9.93,9.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep1_OD,RI_batch_WC1,1,No,RI,0.014,NA,0.048,NA,0.38,NA,0.744,0.81,0.706,0.616,0.572,0.533,NA,0.421,NA,0.403,NA,0.399,NA,NA,0.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep2_OD,RI_batch_WC1,2,No,RI,0.016,NA,0.052,NA,0.38,NA,0.772,0.844,0.709,0.659,0.598,0.539,NA,0.445,NA,0.423,NA,0.415,NA,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep3_OD,RI_batch_WC1,3,No,RI,0.011,NA,0.049,NA,0.358,NA,0.722,0.856,0.734,0.67,0.607,0.575,NA,0.46,NA,0.428,NA,0.418,NA,NA,0.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep4_OD,RI_batch_WC1,4,No,RI,0.017,NA,0.042,NA,0.325,NA,0.69,0.865,0.742,0.691,0.611,0.562,NA,0.466,NA,0.421,NA,0.411,NA,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep5_OD,RI_batch_WC1,5,No,RI,0.017,NA,0.044,NA,0.291,NA,0.602,0.824,0.722,0.646,0.574,0.526,NA,0.429,NA,0.385,NA,0.38,NA,NA,0.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep6_OD,RI_batch_WC1,6,No,RI,0.015,NA,0.053,NA,0.363,NA,0.717,0.83,0.716,0.646,0.602,0.539,NA,0.429,NA,0.401,NA,0.391,NA,NA,0.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep1_pH,RI_batch_WC1,1,No,RI,6.56,NA,6.64,NA,6.26,NA,5.8,5.92,5.88,5.93,5.93,6.05,NA,6.01,NA,5.89,NA,6.01,NA,NA,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep2_pH,RI_batch_WC1,2,No,RI,6.56,NA,6.64,NA,6.26,NA,5.8,5.88,5.83,5.93,5.93,6,NA,5.93,NA,5.93,NA,6.01,NA,NA,6.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep3_pH,RI_batch_WC1,3,No,RI,6.56,NA,6.68,NA,6.31,NA,5.84,5.88,5.88,5.93,5.96,6,NA,5.97,NA,5.89,NA,6.01,NA,NA,6.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep4_pH,RI_batch_WC1,4,No,RI,6.6,NA,6.68,NA,6.34,NA,5.92,5.88,5.79,5.89,5.93,6,NA,5.97,NA,5.93,NA,5.96,NA,NA,6.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep5_pH,RI_batch_WC1,5,No,RI,6.6,NA,6.6,NA,6.34,NA,6,5.88,5.83,5.97,6.01,6,NA,5.97,NA,5.93,NA,5.97,NA,NA,6.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep6_pH,RI_batch_WC1,6,No,RI,6.6,NA,6.64,NA,6.34,NA,5.89,5.88,5.88,5.97,5.97,6,NA,5.97,NA,6.01,NA,6,NA,NA,6.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep1_Glucose_mM,RI_batch_WC1,1,No,RI,6.69,NA,6.66,NA,5.71,NA,1.19,0,0,0,0,0,NA,0,NA,0.14,NA,0.14,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep2_Glucose_mM,RI_batch_WC1,2,No,RI,6.67,NA,6.59,NA,5.68,NA,1.22,0,0,0,0,0,NA,0,NA,0.14,NA,0.13,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep3_Glucose_mM,RI_batch_WC1,3,No,RI,6.78,NA,6.57,NA,5.78,NA,1.66,0,0,0,0,0,NA,0,NA,0.15,NA,0.15,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep4_Glucose_mM,RI_batch_WC1,4,No,RI,7.03,NA,7.05,NA,6.22,NA,2.3,0,0,0,0,0,NA,0,NA,0.14,NA,0.15,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep5_Glucose_mM,RI_batch_WC1,5,No,RI,6.8,NA,6.76,NA,6.14,NA,2.88,0,0,0,0,0,NA,0,NA,0.15,NA,0.15,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep6_Glucose_mM,RI_batch_WC1,6,No,RI,6.84,NA,6.77,NA,5.85,NA,1.73,0,0,0,0,0,NA,0,NA,0.16,NA,0.15,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep1_Trehalose_mM,RI_batch_WC1,1,No,RI,1.36,NA,1.32,NA,1.28,NA,1.28,1.25,1.26,1.22,1.23,1.21,NA,1.17,NA,1.15,NA,1.11,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep2_Trehalose_mM,RI_batch_WC1,2,No,RI,1.36,NA,1.32,NA,1.28,NA,1.29,1.26,1.26,1.23,1.22,1.21,NA,1.17,NA,1.16,NA,1.11,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep3_Trehalose_mM,RI_batch_WC1,3,No,RI,1.38,NA,1.32,NA,1.29,NA,1.3,1.28,1.28,1.28,1.25,1.25,NA,1.2,NA,1.18,NA,1.14,NA,NA,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep4_Trehalose_mM,RI_batch_WC1,4,No,RI,1.38,NA,1.36,NA,1.3,NA,1.3,1.28,1.28,1.25,1.26,1.24,NA,1.21,NA,1.18,NA,1.15,NA,NA,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep5_Trehalose_mM,RI_batch_WC1,5,No,RI,1.36,NA,1.32,NA,1.28,NA,1.28,1.26,1.25,1.26,1.24,1.22,NA,1.19,NA,1.18,NA,1.13,NA,NA,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep6_Trehalose_mM,RI_batch_WC1,6,No,RI,1.38,NA,1.33,NA,1.29,NA,1.3,1.28,1.27,1.26,1.25,1.24,NA,1.21,NA,1.18,NA,1.14,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep1_Pyruvate_mM,RI_batch_WC1,1,No,RI,9.91,NA,9.86,NA,9.6,NA,7.36,0.02,0.02,0.02,0,0,NA,0,NA,0.09,NA,0.1,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep2_Pyruvate_mM,RI_batch_WC1,2,No,RI,9.91,NA,9.81,NA,9.62,NA,7.38,0,0.02,0.02,0.02,0,NA,0,NA,0.09,NA,0.09,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep3_Pyruvate_mM,RI_batch_WC1,3,No,RI,9.93,NA,9.8,NA,9.6,NA,7.76,0.02,0.02,0.02,0.02,0,NA,0,NA,0.09,NA,0.09,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep4_Pyruvate_mM,RI_batch_WC1,4,No,RI,9.93,NA,10.04,NA,9.78,NA,8.03,0.02,0,0,0,0,NA,0,NA,0.09,NA,0.1,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep5_Pyruvate_mM,RI_batch_WC1,5,No,RI,9.84,NA,9.92,NA,9.69,NA,8.23,0,0.03,0.03,0.03,0.03,NA,0.03,NA,0.04,NA,0.09,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep6_Pyruvate_mM,RI_batch_WC1,6,No,RI,9.88,NA,9.92,NA,9.65,NA,7.88,0.03,0.03,0.02,0.03,0.03,NA,0,NA,0.09,NA,0.09,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep1_Lactate_mM,RI_batch_WC1,1,No,RI,0.23,NA,0.24,NA,0.35,NA,0.64,1.47,1.45,1.41,1.43,1.4,NA,1.36,NA,1.35,NA,1.33,NA,NA,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep2_Lactate_mM,RI_batch_WC1,2,No,RI,0.23,NA,0.23,NA,0.34,NA,0.65,1.11,1.49,1.48,1.48,1.46,NA,1.42,NA,1.41,NA,1.37,NA,NA,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep3_Lactate_mM,RI_batch_WC1,3,No,RI,0.23,NA,0.23,NA,0.34,NA,0.65,1.12,1.63,1.64,1.67,1.63,NA,1.58,NA,1.55,NA,1.54,NA,NA,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep4_Lactate_mM,RI_batch_WC1,4,No,RI,0.22,NA,0.23,NA,0.32,NA,0.6,1.18,1.68,1.65,1.69,1.67,NA,1.65,NA,1.63,NA,1.6,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep5_Lactate_mM,RI_batch_WC1,5,No,RI,0.22,NA,0.23,NA,0.33,NA,0.59,1.16,1.84,1.87,1.86,1.85,NA,1.85,NA,1.85,NA,1.82,NA,NA,1.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep6_Lactate_mM,RI_batch_WC1,6,No,RI,0.22,NA,0.23,NA,0.35,NA,0.7,1.19,1.75,1.75,1.75,1.77,NA,1.76,NA,1.75,NA,1.7,NA,NA,1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep1_Formate_mM,RI_batch_WC1,1,No,RI,1.54,NA,1.56,NA,1.54,NA,1.48,1.55,1.55,1.5,1.55,1.55,NA,1.56,NA,1.57,NA,1.64,NA,NA,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep2_Formate_mM,RI_batch_WC1,2,No,RI,1.55,NA,1.56,NA,1.55,NA,1.51,1.52,1.56,1.52,1.55,1.55,NA,1.56,NA,1.58,NA,1.61,NA,NA,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep3_Formate_mM,RI_batch_WC1,3,No,RI,1.58,NA,1.53,NA,1.55,NA,1.5,1.52,1.58,1.56,1.55,1.58,NA,1.56,NA,1.57,NA,1.59,NA,NA,1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep4_Formate_mM,RI_batch_WC1,4,No,RI,1.38,NA,1.44,NA,1.44,NA,1.36,1.43,1.43,1.4,1.43,1.43,NA,1.44,NA,1.45,NA,1.46,NA,NA,1.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep5_Formate_mM,RI_batch_WC1,5,No,RI,1.47,NA,1.53,NA,1.54,NA,1.46,1.49,1.51,1.54,1.5,1.5,NA,1.5,NA,1.53,NA,1.5,NA,NA,1.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep6_Formate_mM,RI_batch_WC1,6,No,RI,1.46,NA,1.53,NA,1.5,NA,1.46,1.52,1.51,1.53,1.51,1.51,NA,1.54,NA,1.53,NA,1.51,NA,NA,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep1_Acetate_mM,RI_batch_WC1,1,No,RI,2.11,NA,2.34,NA,3.3,NA,5.08,5.11,4.92,4.67,4.63,4.56,NA,4.22,NA,4.14,NA,3.8,NA,NA,3.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep2_Acetate_mM,RI_batch_WC1,2,No,RI,2.13,NA,2.34,NA,3.34,NA,5.09,5.16,4.9,4.76,4.64,4.57,NA,4.36,NA,4.21,NA,3.89,NA,NA,3.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep3_Acetate_mM,RI_batch_WC1,3,No,RI,2.15,NA,2.31,NA,3.33,NA,5.04,5.18,5.02,4.91,4.71,4.71,NA,4.49,NA,4.36,NA,4.07,NA,NA,3.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep4_Acetate_mM,RI_batch_WC1,4,No,RI,2.11,NA,2.23,NA,3.23,NA,4.92,5.22,5,4.81,4.75,4.7,NA,4.49,NA,4.37,NA,4.1,NA,NA,3.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep5_Acetate_mM,RI_batch_WC1,5,No,RI,2.13,NA,2.27,NA,3.16,NA,4.46,5.04,4.68,4.63,4.49,4.41,NA,4.31,NA,4.19,NA,3.96,NA,NA,3.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep6_Acetate_mM,RI_batch_WC1,6,No,RI,2.17,NA,2.32,NA,3.32,NA,4.88,5.23,5,4.89,4.82,4.77,NA,4.62,NA,4.49,NA,4.19,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep1_Butyrate_mM,RI_batch_WC1,1,No,RI,0.24,NA,0.33,NA,1.72,NA,5.49,9.23,9.56,9.51,9.92,10.05,NA,10.25,NA,10.44,NA,10.75,NA,NA,11.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI_WC1_rep2_Butyrate_mM,RI_batch_WC1,2,No,RI,0.24,NA,0.32,NA,1.64,NA,5.38,9.19,9.52,9.55,9.76,9.92,NA,10.11,NA,10.33,NA,10.61,NA,NA,11.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
